ClassName,ID,a,b,c,d,f,g,h,i,j,k
PCA198,R6.4.0(7),PCA198,R6.4.0(7),PCA198,R6.4.0(7),PCA198,R6.4.0(7),PCA198,R6.4.0(7),PCA198,R6.4.0(7)
PCA200,R5.9.0(6),PCA200,R5.9.0(6),PCA200,R5.9.0(6),PCA200,R5.9.0(6),PCA200,R5.9.0(6),PCA200,R5.9.0(6)
PCA202,R4.1.0(2),PCA202,R4.1.0(2),PCA202,R4.1.0(2),PCA202,R4.1.0(2),PCA202,R4.1.0(2),PCA202,R4.1.0(2)
PCA203,R7.3.0(4),PCA203,R7.3.0(4),PCA203,R7.3.0(4),PCA203,R7.3.0(4),PCA203,R7.3.0(4),PCA203,R7.3.0(4)
PCA207,R6.3.0(9),PCA207,R6.3.0(9),PCA207,R6.3.0(9),PCA207,R6.3.0(9),PCA207,R6.3.0(9),PCA207,R6.3.0(9)
PCA209,R5.1.0(1),PCA209,R5.1.0(1),PCA209,R5.1.0(1),PCA209,R5.1.0(1),PCA209,R5.1.0(1),PCA209,R5.1.0(1)
PCA209,R5.8.0(9),PCA209,R5.8.0(9),PCA209,R5.8.0(9),PCA209,R5.8.0(9),PCA209,R5.8.0(9),PCA209,R5.8.0(9)
PCA209,R5.7.0(1),PCA209,R5.7.0(1),PCA209,R5.7.0(1),PCA209,R5.7.0(1),PCA209,R5.7.0(1),PCA209,R5.7.0(1)
PCA210,R6.2.0(1),PCA210,R6.2.0(1),PCA210,R6.2.0(1),PCA210,R6.2.0(1),PCA210,R6.2.0(1),PCA210,R6.2.0(1)
PCA215,R5.9.0(1),PCA215,R5.9.0(1),PCA215,R5.9.0(1),PCA215,R5.9.0(1),PCA215,R5.9.0(1),PCA215,R5.9.0(1)
PCA215,R5.5.0(9),PCA215,R5.5.0(9),PCA215,R5.5.0(9),PCA215,R5.5.0(9),PCA215,R5.5.0(9),PCA215,R5.5.0(9)
PCA215,R5.4.4(3),PCA215,R5.4.4(3),PCA215,R5.4.4(3),PCA215,R5.4.4(3),PCA215,R5.4.4(3),PCA215,R5.4.4(3)
PCA218,R6.2.0(1),PCA218,R6.2.0(1),PCA218,R6.2.0(1),PCA218,R6.2.0(1),PCA218,R6.2.0(1),PCA218,R6.2.0(1)
PCA218,R6.4.0(7),PCA218,R6.4.0(7),PCA218,R6.4.0(7),PCA218,R6.4.0(7),PCA218,R6.4.0(7),PCA218,R6.4.0(7)
PCA218,R6.3.0(8),PCA218,R6.3.0(8),PCA218,R6.3.0(8),PCA218,R6.3.0(8),PCA218,R6.3.0(8),PCA218,R6.3.0(8)
PCA219,R6.2.0(8),PCA219,R6.2.0(8),PCA219,R6.2.0(8),PCA219,R6.2.0(8),PCA219,R6.2.0(8),PCA219,R6.2.0(8)
PCA221,R6.1.0(1),PCA221,R6.1.0(1),PCA221,R6.1.0(1),PCA221,R6.1.0(1),PCA221,R6.1.0(1),PCA221,R6.1.0(1)
PCA221,R5.9.0(1),PCA221,R5.9.0(1),PCA221,R5.9.0(1),PCA221,R5.9.0(1),PCA221,R5.9.0(1),PCA221,R5.9.0(1)
PCA221,R5.4.4(3),PCA221,R5.4.4(3),PCA221,R5.4.4(3),PCA221,R5.4.4(3),PCA221,R5.4.4(3),PCA221,R5.4.4(3)
PCA225,R5.6.0(8),PCA225,R5.6.0(8),PCA225,R5.6.0(8),PCA225,R5.6.0(8),PCA225,R5.6.0(8),PCA225,R5.6.0(8)
PCA225,R6.4.0(1),PCA225,R6.4.0(1),PCA225,R6.4.0(1),PCA225,R6.4.0(1),PCA225,R6.4.0(1),PCA225,R6.4.0(1)
PCA225,R7.3.0(4),PCA225,R7.3.0(4),PCA225,R7.3.0(4),PCA225,R7.3.0(4),PCA225,R7.3.0(4),PCA225,R7.3.0(4)
PCA227,R5.6.0(1),PCA227,R5.6.0(1),PCA227,R5.6.0(1),PCA227,R5.6.0(1),PCA227,R5.6.0(1),PCA227,R5.6.0(1)
PCA228,R5.6.0(1),PCA228,R5.6.0(1),PCA228,R5.6.0(1),PCA228,R5.6.0(1),PCA228,R5.6.0(1),PCA228,R5.6.0(1)
PCA228,R6.3.0(1),PCA228,R6.3.0(1),PCA228,R6.3.0(1),PCA228,R6.3.0(1),PCA228,R6.3.0(1),PCA228,R6.3.0(1)
PCA228,R6.3.0(8),PCA228,R6.3.0(8),PCA228,R6.3.0(8),PCA228,R6.3.0(8),PCA228,R6.3.0(8),PCA228,R6.3.0(8)
PCA232,R6.4.0(1),PCA232,R6.4.0(1),PCA232,R6.4.0(1),PCA232,R6.4.0(1),PCA232,R6.4.0(1),PCA232,R6.4.0(1)
PCA232,R5.9.0(6),PCA232,R5.9.0(6),PCA232,R5.9.0(6),PCA232,R5.9.0(6),PCA232,R5.9.0(6),PCA232,R5.9.0(6)
PCA232,R7.3.0(4),PCA232,R7.3.0(4),PCA232,R7.3.0(4),PCA232,R7.3.0(4),PCA232,R7.3.0(4),PCA232,R7.3.0(4)
PCA233,R6.2.0(8),PCA233,R6.2.0(8),PCA233,R6.2.0(8),PCA233,R6.2.0(8),PCA233,R6.2.0(8),PCA233,R6.2.0(8)
PCA234,R5.7.0(1),PCA234,R5.7.0(1),PCA234,R5.7.0(1),PCA234,R5.7.0(1),PCA234,R5.7.0(1),PCA234,R5.7.0(1)
PCA234,R6.4.0(6),PCA234,R6.4.0(6),PCA234,R6.4.0(6),PCA234,R6.4.0(6),PCA234,R6.4.0(6),PCA234,R6.4.0(6)
PCA234,R5.4.4(3),PCA234,R5.4.4(3),PCA234,R5.4.4(3),PCA234,R5.4.4(3),PCA234,R5.4.4(3),PCA234,R5.4.4(3)
PCA235,R6.4.0(1),PCA235,R6.4.0(1),PCA235,R6.4.0(1),PCA235,R6.4.0(1),PCA235,R6.4.0(1),PCA235,R6.4.0(1)
PCA235,R6.2.0(1),PCA235,R6.2.0(1),PCA235,R6.2.0(1),PCA235,R6.2.0(1),PCA235,R6.2.0(1),PCA235,R6.2.0(1)
PCA235,R6.2.0(1),PCA235,R6.2.0(1),PCA235,R6.2.0(1),PCA235,R6.2.0(1),PCA235,R6.2.0(1),PCA235,R6.2.0(1)
PCA236,R5.6.0(8),PCA236,R5.6.0(8),PCA236,R5.6.0(8),PCA236,R5.6.0(8),PCA236,R5.6.0(8),PCA236,R5.6.0(8)
PCA237,R6.5.0(1),PCA237,R6.5.0(1),PCA237,R6.5.0(1),PCA237,R6.5.0(1),PCA237,R6.5.0(1),PCA237,R6.5.0(1)
PCA237,R7.3.0(4),PCA237,R7.3.0(4),PCA237,R7.3.0(4),PCA237,R7.3.0(4),PCA237,R7.3.0(4),PCA237,R7.3.0(4)
PCA237,R5.9.0(6),PCA237,R5.9.0(6),PCA237,R5.9.0(6),PCA237,R5.9.0(6),PCA237,R5.9.0(6),PCA237,R5.9.0(6)
PCA239,R6.3.0(1),PCA239,R6.3.0(1),PCA239,R6.3.0(1),PCA239,R6.3.0(1),PCA239,R6.3.0(1),PCA239,R6.3.0(1)
PCA239,R7.1.0(3),PCA239,R7.1.0(3),PCA239,R7.1.0(3),PCA239,R7.1.0(3),PCA239,R7.1.0(3),PCA239,R7.1.0(3)
PCA239,R4.1.0(2),PCA239,R4.1.0(2),PCA239,R4.1.0(2),PCA239,R4.1.0(2),PCA239,R4.1.0(2),PCA239,R4.1.0(2)
PCA241,R6.4.0(7),PCA241,R6.4.0(7),PCA241,R6.4.0(7),PCA241,R6.4.0(7),PCA241,R6.4.0(7),PCA241,R6.4.0(7)
PCA242,R6.1.0(1),PCA242,R6.1.0(1),PCA242,R6.1.0(1),PCA242,R6.1.0(1),PCA242,R6.1.0(1),PCA242,R6.1.0(1)
PCA242,R6.5.0(1),PCA242,R6.5.0(1),PCA242,R6.5.0(1),PCA242,R6.5.0(1),PCA242,R6.5.0(1),PCA242,R6.5.0(1)
PCA242,R5.5.0(1),PCA242,R5.5.0(1),PCA242,R5.5.0(1),PCA242,R5.5.0(1),PCA242,R5.5.0(1),PCA242,R5.5.0(1)
PCA244,R5.6.0(1),PCA244,R5.6.0(1),PCA244,R5.6.0(1),PCA244,R5.6.0(1),PCA244,R5.6.0(1),PCA244,R5.6.0(1)
PCA247,R7.1.0(3),PCA247,R7.1.0(3),PCA247,R7.1.0(3),PCA247,R7.1.0(3),PCA247,R7.1.0(3),PCA247,R7.1.0(3)
PCA247,R6.4.0(6),PCA247,R6.4.0(6),PCA247,R6.4.0(6),PCA247,R6.4.0(6),PCA247,R6.4.0(6),PCA247,R6.4.0(6)
PCA247,R6.3.0(9),PCA247,R6.3.0(9),PCA247,R6.3.0(9),PCA247,R6.3.0(9),PCA247,R6.3.0(9),PCA247,R6.3.0(9)
PCA252,R6.3.0(1),PCA252,R6.3.0(1),PCA252,R6.3.0(1),PCA252,R6.3.0(1),PCA252,R6.3.0(1),PCA252,R6.3.0(1)
PCA255,R5.5.0(1),PCA255,R5.5.0(1),PCA255,R5.5.0(1),PCA255,R5.5.0(1),PCA255,R5.5.0(1),PCA255,R5.5.0(1)
PCA256,R5.1.0(1),PCA256,R5.1.0(1),PCA256,R5.1.0(1),PCA256,R5.1.0(1),PCA256,R5.1.0(1),PCA256,R5.1.0(1)
PCA256,R6.2.0(8),PCA256,R6.2.0(8),PCA256,R6.2.0(8),PCA256,R6.2.0(8),PCA256,R6.2.0(8),PCA256,R6.2.0(8)
PCA256,R7.1.0(3),PCA256,R7.1.0(3),PCA256,R7.1.0(3),PCA256,R7.1.0(3),PCA256,R7.1.0(3),PCA256,R7.1.0(3)
PCA257,R5.5.0(9),PCA257,R5.5.0(9),PCA257,R5.5.0(9),PCA257,R5.5.0(9),PCA257,R5.5.0(9),PCA257,R5.5.0(9)
PCA258,R5.5.0(9),PCA258,R5.5.0(9),PCA258,R5.5.0(9),PCA258,R5.5.0(9),PCA258,R5.5.0(9),PCA258,R5.5.0(9)
PCA259,R6.4.0(1),PCA259,R6.4.0(1),PCA259,R6.4.0(1),PCA259,R6.4.0(1),PCA259,R6.4.0(1),PCA259,R6.4.0(1)
PCA260,R6.3.0(9),PCA260,R6.3.0(9),PCA260,R6.3.0(9),PCA260,R6.3.0(9),PCA260,R6.3.0(9),PCA260,R6.3.0(9)
PCA261,R5.8.0(1),PCA261,R5.8.0(1),PCA261,R5.8.0(1),PCA261,R5.8.0(1),PCA261,R5.8.0(1),PCA261,R5.8.0(1)
PCA262,R6.5.0(1),PCA262,R6.5.0(1),PCA262,R6.5.0(1),PCA262,R6.5.0(1),PCA262,R6.5.0(1),PCA262,R6.5.0(1)
PCA262,R6.5.0(1),PCA262,R6.5.0(1),PCA262,R6.5.0(1),PCA262,R6.5.0(1),PCA262,R6.5.0(1),PCA262,R6.5.0(1)
PCA262,R5.6.0(1),PCA262,R5.6.0(1),PCA262,R5.6.0(1),PCA262,R5.6.0(1),PCA262,R5.6.0(1),PCA262,R5.6.0(1)
PCA272,R6.4.0(6),PCA272,R6.4.0(6),PCA272,R6.4.0(6),PCA272,R6.4.0(6),PCA272,R6.4.0(6),PCA272,R6.4.0(6)
PCA272,R5.6.0(1),PCA272,R5.6.0(1),PCA272,R5.6.0(1),PCA272,R5.6.0(1),PCA272,R5.6.0(1),PCA272,R5.6.0(1)
PCA272,R5.6.0(1),PCA272,R5.6.0(1),PCA272,R5.6.0(1),PCA272,R5.6.0(1),PCA272,R5.6.0(1),PCA272,R5.6.0(1)
PCA275,R5.1.0(1),PCA275,R5.1.0(1),PCA275,R5.1.0(1),PCA275,R5.1.0(1),PCA275,R5.1.0(1),PCA275,R5.1.0(1)
PCA277,R5.7.0(5),PCA277,R5.7.0(5),PCA277,R5.7.0(5),PCA277,R5.7.0(5),PCA277,R5.7.0(5),PCA277,R5.7.0(5)
PCA278,R6.2.0(1),PCA278,R6.2.0(1),PCA278,R6.2.0(1),PCA278,R6.2.0(1),PCA278,R6.2.0(1),PCA278,R6.2.0(1)
PCA278,R4.1.0(2),PCA278,R4.1.0(2),PCA278,R4.1.0(2),PCA278,R4.1.0(2),PCA278,R4.1.0(2),PCA278,R4.1.0(2)
PCA278,R5.7.0(5),PCA278,R5.7.0(5),PCA278,R5.7.0(5),PCA278,R5.7.0(5),PCA278,R5.7.0(5),PCA278,R5.7.0(5)
PCA279,R5.4.4(3),PCA279,R5.4.4(3),PCA279,R5.4.4(3),PCA279,R5.4.4(3),PCA279,R5.4.4(3),PCA279,R5.4.4(3)
PCA283,R5.6.0(1),PCA283,R5.6.0(1),PCA283,R5.6.0(1),PCA283,R5.6.0(1),PCA283,R5.6.0(1),PCA283,R5.6.0(1)
PCA284,R5.5.0(9),PCA284,R5.5.0(9),PCA284,R5.5.0(9),PCA284,R5.5.0(9),PCA284,R5.5.0(9),PCA284,R5.5.0(9)
PCA290,R6.1.0(1),PCA290,R6.1.0(1),PCA290,R6.1.0(1),PCA290,R6.1.0(1),PCA290,R6.1.0(1),PCA290,R6.1.0(1)
PCA290,R5.8.0(9),PCA290,R5.8.0(9),PCA290,R5.8.0(9),PCA290,R5.8.0(9),PCA290,R5.8.0(9),PCA290,R5.8.0(9)
PCA290,R6.3.0(8),PCA290,R6.3.0(8),PCA290,R6.3.0(8),PCA290,R6.3.0(8),PCA290,R6.3.0(8),PCA290,R6.3.0(8)
PCA295,R6.4.0(1),PCA295,R6.4.0(1),PCA295,R6.4.0(1),PCA295,R6.4.0(1),PCA295,R6.4.0(1),PCA295,R6.4.0(1)
PCA295,R7.3.0(4),PCA295,R7.3.0(4),PCA295,R7.3.0(4),PCA295,R7.3.0(4),PCA295,R7.3.0(4),PCA295,R7.3.0(4)
PCA295,R5.8.0(9),PCA295,R5.8.0(9),PCA295,R5.8.0(9),PCA295,R5.8.0(9),PCA295,R5.8.0(9),PCA295,R5.8.0(9)
PCA296,R6.2.0(1),PCA296,R6.2.0(1),PCA296,R6.2.0(1),PCA296,R6.2.0(1),PCA296,R6.2.0(1),PCA296,R6.2.0(1)
PCA299,R5.8.0(1),PCA299,R5.8.0(1),PCA299,R5.8.0(1),PCA299,R5.8.0(1),PCA299,R5.8.0(1),PCA299,R5.8.0(1)
PCA299,R4.1.0(2),PCA299,R4.1.0(2),PCA299,R4.1.0(2),PCA299,R4.1.0(2),PCA299,R4.1.0(2),PCA299,R4.1.0(2)
PCA299,R6.3.0(9),PCA299,R6.3.0(9),PCA299,R6.3.0(9),PCA299,R6.3.0(9),PCA299,R6.3.0(9),PCA299,R6.3.0(9)
PCA301,R5.6.0(1),PCA301,R5.6.0(1),PCA301,R5.6.0(1),PCA301,R5.6.0(1),PCA301,R5.6.0(1),PCA301,R5.6.0(1)
PCA301,R6.2.0(1),PCA301,R6.2.0(1),PCA301,R6.2.0(1),PCA301,R6.2.0(1),PCA301,R6.2.0(1),PCA301,R6.2.0(1)
PCA301,R5.7.0(5),PCA301,R5.7.0(5),PCA301,R5.7.0(5),PCA301,R5.7.0(5),PCA301,R5.7.0(5),PCA301,R5.7.0(5)
PCA304,R5.1.0(1),PCA304,R5.1.0(1),PCA304,R5.1.0(1),PCA304,R5.1.0(1),PCA304,R5.1.0(1),PCA304,R5.1.0(1)
PCA310,R4.1.0(1),PCA310,R4.1.0(1),PCA310,R4.1.0(1),PCA310,R4.1.0(1),PCA310,R4.1.0(1),PCA310,R4.1.0(1)
PCA310,R6.3.0(8),PCA310,R6.3.0(8),PCA310,R6.3.0(8),PCA310,R6.3.0(8),PCA310,R6.3.0(8),PCA310,R6.3.0(8)
PCA310,R6.4.0(6),PCA310,R6.4.0(6),PCA310,R6.4.0(6),PCA310,R6.4.0(6),PCA310,R6.4.0(6),PCA310,R6.4.0(6)
PCA311,R5.6.0(1),PCA311,R5.6.0(1),PCA311,R5.6.0(1),PCA311,R5.6.0(1),PCA311,R5.6.0(1),PCA311,R5.6.0(1)
PCA311,R6.2.0(1),PCA311,R6.2.0(1),PCA311,R6.2.0(1),PCA311,R6.2.0(1),PCA311,R6.2.0(1),PCA311,R6.2.0(1)
PCA311,R5.9.0(6),PCA311,R5.9.0(6),PCA311,R5.9.0(6),PCA311,R5.9.0(6),PCA311,R5.9.0(6),PCA311,R5.9.0(6)
PCA313,R5.6.0(8),PCA313,R5.6.0(8),PCA313,R5.6.0(8),PCA313,R5.6.0(8),PCA313,R5.6.0(8),PCA313,R5.6.0(8)
PCA318,R6.4.0(1),PCA318,R6.4.0(1),PCA318,R6.4.0(1),PCA318,R6.4.0(1),PCA318,R6.4.0(1),PCA318,R6.4.0(1)
PCA322,R5.8.0(1),PCA322,R5.8.0(1),PCA322,R5.8.0(1),PCA322,R5.8.0(1),PCA322,R5.8.0(1),PCA322,R5.8.0(1)
PCA322,R6.4.0(6),PCA322,R6.4.0(6),PCA322,R6.4.0(6),PCA322,R6.4.0(6),PCA322,R6.4.0(6),PCA322,R6.4.0(6)
PCA322,R5.7.0(5),PCA322,R5.7.0(5),PCA322,R5.7.0(5),PCA322,R5.7.0(5),PCA322,R5.7.0(5),PCA322,R5.7.0(5)
PCA327,R5.6.0(1),PCA327,R5.6.0(1),PCA327,R5.6.0(1),PCA327,R5.6.0(1),PCA327,R5.6.0(1),PCA327,R5.6.0(1)
PCA329,R5.7.0(5),PCA329,R5.7.0(5),PCA329,R5.7.0(5),PCA329,R5.7.0(5),PCA329,R5.7.0(5),PCA329,R5.7.0(5)
PCA331,R5.9.0(6),PCA331,R5.9.0(6),PCA331,R5.9.0(6),PCA331,R5.9.0(6),PCA331,R5.9.0(6),PCA331,R5.9.0(6)
PCA335,R5.6.0(1),PCA335,R5.6.0(1),PCA335,R5.6.0(1),PCA335,R5.6.0(1),PCA335,R5.6.0(1),PCA335,R5.6.0(1)
PCA335,R5.5.0(9),PCA335,R5.5.0(9),PCA335,R5.5.0(9),PCA335,R5.5.0(9),PCA335,R5.5.0(9),PCA335,R5.5.0(9)
PCA335,R5.5.0(1),PCA335,R5.5.0(1),PCA335,R5.5.0(1),PCA335,R5.5.0(1),PCA335,R5.5.0(1),PCA335,R5.5.0(1)
PCA338,R5.1.0(1),PCA338,R5.1.0(1),PCA338,R5.1.0(1),PCA338,R5.1.0(1),PCA338,R5.1.0(1),PCA338,R5.1.0(1)
PCA341,R6.5.0(1),PCA341,R6.5.0(1),PCA341,R6.5.0(1),PCA341,R6.5.0(1),PCA341,R6.5.0(1),PCA341,R6.5.0(1)
PCA341,R6.4.0(7),PCA341,R6.4.0(7),PCA341,R6.4.0(7),PCA341,R6.4.0(7),PCA341,R6.4.0(7),PCA341,R6.4.0(7)
PCA341,R5.6.0(1),PCA341,R5.6.0(1),PCA341,R5.6.0(1),PCA341,R5.6.0(1),PCA341,R5.6.0(1),PCA341,R5.6.0(1)
PCA342,R6.2.0(1),PCA342,R6.2.0(1),PCA342,R6.2.0(1),PCA342,R6.2.0(1),PCA342,R6.2.0(1),PCA342,R6.2.0(1)
PCA344,R5.6.0(8),PCA344,R5.6.0(8),PCA344,R5.6.0(8),PCA344,R5.6.0(8),PCA344,R5.6.0(8),PCA344,R5.6.0(8)
PCA344,R6.2.0(8),PCA344,R6.2.0(8),PCA344,R6.2.0(8),PCA344,R6.2.0(8),PCA344,R6.2.0(8),PCA344,R6.2.0(8)
PCA344,R6.5.0(1),PCA344,R6.5.0(1),PCA344,R6.5.0(1),PCA344,R6.5.0(1),PCA344,R6.5.0(1),PCA344,R6.5.0(1)
PCA345,R5.1.0(1),PCA345,R5.1.0(1),PCA345,R5.1.0(1),PCA345,R5.1.0(1),PCA345,R5.1.0(1),PCA345,R5.1.0(1)
PCA345,R6.4.0(6),PCA345,R6.4.0(6),PCA345,R6.4.0(6),PCA345,R6.4.0(6),PCA345,R6.4.0(6),PCA345,R6.4.0(6)
PCA345,R6.3.0(8),PCA345,R6.3.0(8),PCA345,R6.3.0(8),PCA345,R6.3.0(8),PCA345,R6.3.0(8),PCA345,R6.3.0(8)
PCA350,R5.7.0(5),PCA350,R5.7.0(5),PCA350,R5.7.0(5),PCA350,R5.7.0(5),PCA350,R5.7.0(5),PCA350,R5.7.0(5)
PCA351,R6.4.0(7),PCA351,R6.4.0(7),PCA351,R6.4.0(7),PCA351,R6.4.0(7),PCA351,R6.4.0(7),PCA351,R6.4.0(7)
PCA351,R4.1.0(2),PCA351,R4.1.0(2),PCA351,R4.1.0(2),PCA351,R4.1.0(2),PCA351,R4.1.0(2),PCA351,R4.1.0(2)
PCA351,R6.4.0(7),PCA351,R6.4.0(7),PCA351,R6.4.0(7),PCA351,R6.4.0(7),PCA351,R6.4.0(7),PCA351,R6.4.0(7)
PCA352,R5.7.0(5),PCA352,R5.7.0(5),PCA352,R5.7.0(5),PCA352,R5.7.0(5),PCA352,R5.7.0(5),PCA352,R5.7.0(5)
PCA359,R6.2.0(8),PCA359,R6.2.0(8),PCA359,R6.2.0(8),PCA359,R6.2.0(8),PCA359,R6.2.0(8),PCA359,R6.2.0(8)
PCA359,R6.4.0(6),PCA359,R6.4.0(6),PCA359,R6.4.0(6),PCA359,R6.4.0(6),PCA359,R6.4.0(6),PCA359,R6.4.0(6)
PCA359,R6.5.0(1),PCA359,R6.5.0(1),PCA359,R6.5.0(1),PCA359,R6.5.0(1),PCA359,R6.5.0(1),PCA359,R6.5.0(1)
PCA361,R5.4.4(3),PCA361,R5.4.4(3),PCA361,R5.4.4(3),PCA361,R5.4.4(3),PCA361,R5.4.4(3),PCA361,R5.4.4(3)
PCA362,R6.4.0(1),PCA362,R6.4.0(1),PCA362,R6.4.0(1),PCA362,R6.4.0(1),PCA362,R6.4.0(1),PCA362,R6.4.0(1)
PCA363,R5.9.0(1),PCA363,R5.9.0(1),PCA363,R5.9.0(1),PCA363,R5.9.0(1),PCA363,R5.9.0(1),PCA363,R5.9.0(1)
PCA364,R5.8.0(9),PCA364,R5.8.0(9),PCA364,R5.8.0(9),PCA364,R5.8.0(9),PCA364,R5.8.0(9),PCA364,R5.8.0(9)
PCA365,R5.7.0(1),PCA365,R5.7.0(1),PCA365,R5.7.0(1),PCA365,R5.7.0(1),PCA365,R5.7.0(1),PCA365,R5.7.0(1)
PCA365,R6.4.0(7),PCA365,R6.4.0(7),PCA365,R6.4.0(7),PCA365,R6.4.0(7),PCA365,R6.4.0(7),PCA365,R6.4.0(7)
PCA365,R6.3.0(1),PCA365,R6.3.0(1),PCA365,R6.3.0(1),PCA365,R6.3.0(1),PCA365,R6.3.0(1),PCA365,R6.3.0(1)
PCA370,R6.2.0(8),PCA370,R6.2.0(8),PCA370,R6.2.0(8),PCA370,R6.2.0(8),PCA370,R6.2.0(8),PCA370,R6.2.0(8)
PCA370,R5.9.0(6),PCA370,R5.9.0(6),PCA370,R5.9.0(6),PCA370,R5.9.0(6),PCA370,R5.9.0(6),PCA370,R5.9.0(6)
PCA370,R5.6.0(1),PCA370,R5.6.0(1),PCA370,R5.6.0(1),PCA370,R5.6.0(1),PCA370,R5.6.0(1),PCA370,R5.6.0(1)
PCA371,R5.7.0(1),PCA371,R5.7.0(1),PCA371,R5.7.0(1),PCA371,R5.7.0(1),PCA371,R5.7.0(1),PCA371,R5.7.0(1)
PCA371,R7.3.0(4),PCA371,R7.3.0(4),PCA371,R7.3.0(4),PCA371,R7.3.0(4),PCA371,R7.3.0(4),PCA371,R7.3.0(4)
PCA371,R6.3.0(8),PCA371,R6.3.0(8),PCA371,R6.3.0(8),PCA371,R6.3.0(8),PCA371,R6.3.0(8),PCA371,R6.3.0(8)
PCA373,R5.8.0(9),PCA373,R5.8.0(9),PCA373,R5.8.0(9),PCA373,R5.8.0(9),PCA373,R5.8.0(9),PCA373,R5.8.0(9)
PCA373,R7.1.0(3),PCA373,R7.1.0(3),PCA373,R7.1.0(3),PCA373,R7.1.0(3),PCA373,R7.1.0(3),PCA373,R7.1.0(3)
PCA373,R5.6.0(8),PCA373,R5.6.0(8),PCA373,R5.6.0(8),PCA373,R5.6.0(8),PCA373,R5.6.0(8),PCA373,R5.6.0(8)
PCA374,R5.9.0(6),PCA374,R5.9.0(6),PCA374,R5.9.0(6),PCA374,R5.9.0(6),PCA374,R5.9.0(6),PCA374,R5.9.0(6)
PCA374,R6.4.0(1),PCA374,R6.4.0(1),PCA374,R6.4.0(1),PCA374,R6.4.0(1),PCA374,R6.4.0(1),PCA374,R6.4.0(1)
PCA374,R5.7.0(5),PCA374,R5.7.0(5),PCA374,R5.7.0(5),PCA374,R5.7.0(5),PCA374,R5.7.0(5),PCA374,R5.7.0(5)
PCA376,R5.7.0(5),PCA376,R5.7.0(5),PCA376,R5.7.0(5),PCA376,R5.7.0(5),PCA376,R5.7.0(5),PCA376,R5.7.0(5)
PCA378,R6.4.0(6),PCA378,R6.4.0(6),PCA378,R6.4.0(6),PCA378,R6.4.0(6),PCA378,R6.4.0(6),PCA378,R6.4.0(6)
PCA379,R5.8.0(9),PCA379,R5.8.0(9),PCA379,R5.8.0(9),PCA379,R5.8.0(9),PCA379,R5.8.0(9),PCA379,R5.8.0(9)
PCA379,R5.8.0(1),PCA379,R5.8.0(1),PCA379,R5.8.0(1),PCA379,R5.8.0(1),PCA379,R5.8.0(1),PCA379,R5.8.0(1)
PCA379,R4.1.0(1),PCA379,R4.1.0(1),PCA379,R4.1.0(1),PCA379,R4.1.0(1),PCA379,R4.1.0(1),PCA379,R4.1.0(1)
PCA381,R4.1.0(1),PCA381,R4.1.0(1),PCA381,R4.1.0(1),PCA381,R4.1.0(1),PCA381,R4.1.0(1),PCA381,R4.1.0(1)
PCA387,R6.1.0(1),PCA387,R6.1.0(1),PCA387,R6.1.0(1),PCA387,R6.1.0(1),PCA387,R6.1.0(1),PCA387,R6.1.0(1)
PCA389,R6.3.0(9),PCA389,R6.3.0(9),PCA389,R6.3.0(9),PCA389,R6.3.0(9),PCA389,R6.3.0(9),PCA389,R6.3.0(9)
PCA393,R5.6.0(8),PCA393,R5.6.0(8),PCA393,R5.6.0(8),PCA393,R5.6.0(8),PCA393,R5.6.0(8),PCA393,R5.6.0(8)
PCA393,R5.5.0(1),PCA393,R5.5.0(1),PCA393,R5.5.0(1),PCA393,R5.5.0(1),PCA393,R5.5.0(1),PCA393,R5.5.0(1)
PCA393,R5.8.0(1),PCA393,R5.8.0(1),PCA393,R5.8.0(1),PCA393,R5.8.0(1),PCA393,R5.8.0(1),PCA393,R5.8.0(1)
PCA395,R6.2.0(8),PCA395,R6.2.0(8),PCA395,R6.2.0(8),PCA395,R6.2.0(8),PCA395,R6.2.0(8),PCA395,R6.2.0(8)
PCA395,R5.8.0(1),PCA395,R5.8.0(1),PCA395,R5.8.0(1),PCA395,R5.8.0(1),PCA395,R5.8.0(1),PCA395,R5.8.0(1)
PCA395,R5.8.0(1),PCA395,R5.8.0(1),PCA395,R5.8.0(1),PCA395,R5.8.0(1),PCA395,R5.8.0(1),PCA395,R5.8.0(1)
PCA396,R4.1.0(2),PCA396,R4.1.0(2),PCA396,R4.1.0(2),PCA396,R4.1.0(2),PCA396,R4.1.0(2),PCA396,R4.1.0(2)
PCA401,R5.8.0(1),PCA401,R5.8.0(1),PCA401,R5.8.0(1),PCA401,R5.8.0(1),PCA401,R5.8.0(1),PCA401,R5.8.0(1)
PCA402,R6.3.0(9),PCA402,R6.3.0(9),PCA402,R6.3.0(9),PCA402,R6.3.0(9),PCA402,R6.3.0(9),PCA402,R6.3.0(9)
PCA403,R5.7.0(5),PCA403,R5.7.0(5),PCA403,R5.7.0(5),PCA403,R5.7.0(5),PCA403,R5.7.0(5),PCA403,R5.7.0(5)
PCA403,R6.3.0(1),PCA403,R6.3.0(1),PCA403,R6.3.0(1),PCA403,R6.3.0(1),PCA403,R6.3.0(1),PCA403,R6.3.0(1)
PCA403,R5.9.0(1),PCA403,R5.9.0(1),PCA403,R5.9.0(1),PCA403,R5.9.0(1),PCA403,R5.9.0(1),PCA403,R5.9.0(1)
