"CLSID","PPLID"
"clsid1615","pplid86"
"clsid2844","pplid4870"
"clsid7228","pplid4870"
"clsid11727","pplid1858"
"clsid11727","pplid1992"
"clsid6099","pplid1858"
"clsid6099","pplid1992"
"clsid7047","pplid1858"
"clsid7047","pplid1992"
"clsid10025","pplid2108"
"clsid10025","pplid2835"
"clsid11020","pplid2108"
"clsid11020","pplid2835"
"clsid1833","pplid2108"
"clsid1833","pplid2835"
"clsid11671","pplid2731"
"clsid11671","pplid414"
"clsid12040","pplid2731"
"clsid12040","pplid414"
"clsid5621","pplid1836"
"clsid5621","pplid2044"
"clsid7201","pplid1836"
"clsid7201","pplid2044"
"clsid2609","pplid1466"
"clsid2609","pplid906"
"clsid7951","pplid1466"
"clsid7951","pplid906"
"clsid3344","pplid3423"
"clsid3344","pplid3559"
"clsid850","pplid192"
"clsid850","pplid2064"
"clsid10399","pplid1143"
"clsid10399","pplid406"
"clsid4615","pplid1143"
"clsid4615","pplid406"
"clsid8147","pplid4230"
"clsid8147","pplid4696"
"clsid9353","pplid4230"
"clsid9353","pplid4696"
"clsid3877","pplid3688"
"clsid12353","pplid2500"
"clsid12353","pplid2928"
"clsid12353","pplid3458"
"clsid12353","pplid4477"
"clsid5438","pplid1482"
"clsid6078","pplid431"
"clsid11442","pplid116"
"clsid11442","pplid1445"
"clsid451","pplid116"
"clsid451","pplid1445"
"clsid1640","pplid1169"
"clsid1640","pplid1383"
"clsid572","pplid1169"
"clsid572","pplid1383"
"clsid10131","pplid2484"
"clsid10131","pplid371"
"clsid10131","pplid398"
"clsid10291","pplid2484"
"clsid10291","pplid371"
"clsid10291","pplid398"
"clsid4637","pplid3553"
"clsid4637","pplid626"
"clsid4828","pplid4670"
"clsid4828","pplid982"
"clsid501","pplid878"
"clsid6122","pplid878"
"clsid5372","pplid2726"
"clsid1137","pplid349"
"clsid1137","pplid3975"
"clsid398","pplid349"
"clsid398","pplid3975"
"clsid6652","pplid17"
"clsid6665","pplid17"
"clsid8953","pplid17"
"clsid1718","pplid2292"
"clsid1718","pplid2565"
"clsid10641","pplid3286"
"clsid8299","pplid3286"
"clsid4362","pplid420"
"clsid8673","pplid295"
"clsid11387","pplid2042"
"clsid11387","pplid2583"
"clsid11387","pplid4825"
"clsid5537","pplid2042"
"clsid5537","pplid2583"
"clsid5537","pplid4825"
"clsid9928","pplid2042"
"clsid9928","pplid2583"
"clsid9928","pplid4825"
"clsid11420","pplid3490"
"clsid11420","pplid4703"
"clsid8069","pplid3490"
"clsid8069","pplid4703"
"clsid7752","pplid1853"
"clsid7752","pplid939"
"clsid49","pplid1080"
"clsid49","pplid1437"
"clsid8906","pplid1080"
"clsid8906","pplid1437"
"clsid7677","pplid164"
"clsid7677","pplid292"
"clsid8338","pplid164"
"clsid8338","pplid292"
"clsid10776","pplid2080"
"clsid10776","pplid66"
"clsid12206","pplid2080"
"clsid12206","pplid66"
"clsid393","pplid2080"
"clsid393","pplid66"
"clsid7991","pplid2080"
"clsid7991","pplid66"
"clsid9539","pplid3161"
"clsid9539","pplid615"
"clsid4826","pplid3180"
"clsid4826","pplid4932"
"clsid5297","pplid3180"
"clsid5297","pplid4932"
"clsid4858","pplid1403"
"clsid8579","pplid1403"
"clsid10269","pplid3267"
"clsid12963","pplid3267"
"clsid5829","pplid1644"
"clsid5829","pplid4102"
"clsid5829","pplid4999"
"clsid8003","pplid1644"
"clsid8003","pplid4102"
"clsid8003","pplid4999"
"clsid9285","pplid1644"
"clsid9285","pplid4102"
"clsid9285","pplid4999"
"clsid9582","pplid1200"
"clsid9582","pplid2261"
"clsid2847","pplid3819"
"clsid11292","pplid1062"
"clsid5190","pplid1062"
"clsid6732","pplid1062"
"clsid1267","pplid1911"
"clsid3706","pplid1911"
"clsid8165","pplid1911"
"clsid5014","pplid3423"
"clsid9181","pplid3423"
"clsid4719","pplid1185"
"clsid6238","pplid1185"
"clsid7649","pplid2761"
"clsid7649","pplid3470"
"clsid855","pplid2761"
"clsid855","pplid3470"
"clsid2660","pplid1490"
"clsid2660","pplid3130"
"clsid2660","pplid4731"
"clsid2660","pplid659"
"clsid4123","pplid1490"
"clsid4123","pplid3130"
"clsid4123","pplid4731"
"clsid4123","pplid659"
"clsid9704","pplid1490"
"clsid9704","pplid3130"
"clsid9704","pplid4731"
"clsid9704","pplid659"
"clsid4827","pplid3308"
"clsid4827","pplid4064"
"clsid4827","pplid4238"
"clsid4827","pplid918"
"clsid7992","pplid3308"
"clsid7992","pplid4064"
"clsid7992","pplid4238"
"clsid7992","pplid918"
"clsid7569","pplid1764"
"clsid7569","pplid4609"
"clsid7569","pplid4993"
"clsid7576","pplid1764"
"clsid7576","pplid4609"
"clsid7576","pplid4993"
"clsid12069","pplid1923"
"clsid12069","pplid4778"
"clsid12069","pplid4908"
"clsid3307","pplid1923"
"clsid3307","pplid4778"
"clsid3307","pplid4908"
"clsid4789","pplid1923"
"clsid4789","pplid4778"
"clsid4789","pplid4908"
"clsid2802","pplid1338"
"clsid2802","pplid3103"
"clsid2802","pplid4133"
"clsid3422","pplid1338"
"clsid3422","pplid3103"
"clsid3422","pplid4133"
"clsid6956","pplid1338"
"clsid6956","pplid3103"
"clsid6956","pplid4133"
"clsid9609","pplid1338"
"clsid9609","pplid3103"
"clsid9609","pplid4133"
"clsid10702","pplid1017"
"clsid10702","pplid2762"
"clsid10702","pplid2809"
"clsid10702","pplid4617"
"clsid4935","pplid1017"
"clsid4935","pplid2762"
"clsid4935","pplid2809"
"clsid4935","pplid4617"
"clsid1571","pplid267"
"clsid1571","pplid4774"
"clsid3841","pplid267"
"clsid3841","pplid4774"
"clsid3776","pplid3336"
"clsid3776","pplid4449"
"clsid11678","pplid2807"
"clsid3943","pplid3638"
"clsid3943","pplid482"
"clsid3943","pplid956"
"clsid11225","pplid2660"
"clsid2985","pplid2660"
"clsid892","pplid2660"
"clsid3603","pplid1173"
"clsid3603","pplid4531"
"clsid4007","pplid1173"
"clsid4007","pplid4531"
"clsid4218","pplid1173"
"clsid4218","pplid4531"
"clsid4609","pplid1330"
"clsid12090","pplid2916"
"clsid12090","pplid386"
"clsid950","pplid2916"
"clsid950","pplid386"
"clsid10148","pplid4111"
"clsid10093","pplid2125"
"clsid10093","pplid3132"
"clsid6558","pplid2125"
"clsid6558","pplid3132"
"clsid2010","pplid939"
"clsid8773","pplid939"
"clsid12656","pplid2144"
"clsid12656","pplid3084"
"clsid1525","pplid2144"
"clsid1525","pplid3084"
"clsid6122","pplid2144"
"clsid6122","pplid3084"
"clsid10734","pplid1655"
"clsid6783","pplid3471"
"clsid6783","pplid3758"
"clsid6783","pplid3792"
"clsid11285","pplid1336"
"clsid11285","pplid3892"
"clsid4588","pplid1336"
"clsid4588","pplid3892"
"clsid1","pplid1733"
"clsid11155","pplid1733"
"clsid4969","pplid1733"
"clsid11517","pplid3744"
"clsid11517","pplid4938"
"clsid4033","pplid3744"
"clsid4033","pplid4938"
"clsid4480","pplid3744"
"clsid4480","pplid4938"
"clsid11537","pplid4635"
"clsid6411","pplid3481"
"clsid10652","pplid2298"
"clsid10652","pplid4430"
"clsid7464","pplid2298"
"clsid7464","pplid4430"
"clsid6607","pplid3366"
"clsid7561","pplid3366"
"clsid12947","pplid2985"
"clsid12947","pplid3176"
"clsid12947","pplid865"
"clsid11105","pplid486"
"clsid11105","pplid726"
"clsid3501","pplid486"
"clsid3501","pplid726"
"clsid10378","pplid3926"
"clsid11210","pplid3926"
"clsid1125","pplid3926"
"clsid2737","pplid1867"
"clsid2737","pplid3342"
"clsid2737","pplid843"
"clsid8645","pplid1867"
"clsid8645","pplid3342"
"clsid8645","pplid843"
"clsid21","pplid2104"
"clsid21","pplid349"
"clsid5515","pplid2104"
"clsid5515","pplid349"
"clsid3721","pplid1688"
"clsid12562","pplid2951"
"clsid12562","pplid3767"
"clsid12562","pplid4214"
"clsid12562","pplid445"
"clsid12562","pplid659"
"clsid6087","pplid2951"
"clsid6087","pplid3767"
"clsid6087","pplid4214"
"clsid6087","pplid445"
"clsid6087","pplid659"
"clsid7352","pplid2951"
"clsid7352","pplid3767"
"clsid7352","pplid4214"
"clsid7352","pplid445"
"clsid7352","pplid659"
"clsid6346","pplid2783"
"clsid6346","pplid3739"
"clsid860","pplid2783"
"clsid860","pplid3739"
"clsid2712","pplid1117"
"clsid2712","pplid1958"
"clsid2712","pplid2460"
"clsid7038","pplid1117"
"clsid7038","pplid1958"
"clsid7038","pplid2460"
"clsid11160","pplid264"
"clsid11160","pplid4469"
"clsid11160","pplid4766"
"clsid11160","pplid936"
"clsid9534","pplid264"
"clsid9534","pplid4469"
"clsid9534","pplid4766"
"clsid9534","pplid936"
"clsid2187","pplid4550"
"clsid4139","pplid2109"
"clsid4442","pplid2109"
"clsid11484","pplid3947"
"clsid11484","pplid510"
"clsid3556","pplid3947"
"clsid3556","pplid510"
"clsid978","pplid3947"
"clsid978","pplid510"
"clsid12884","pplid393"
"clsid12884","pplid876"
"clsid10646","pplid2764"
"clsid10646","pplid460"
"clsid4217","pplid2745"
"clsid7700","pplid2745"
"clsid21","pplid4294"
"clsid2931","pplid4294"
"clsid12927","pplid3521"
"clsid1330","pplid3521"
"clsid581","pplid3521"
"clsid603","pplid3521"
"clsid772","pplid3521"
"clsid2071","pplid2312"
"clsid2071","pplid3942"
"clsid6022","pplid22"
"clsid6022","pplid2693"
"clsid6022","pplid3573"
"clsid7887","pplid22"
"clsid7887","pplid2693"
"clsid7887","pplid3573"
"clsid8722","pplid22"
"clsid8722","pplid2693"
"clsid8722","pplid3573"
"clsid11083","pplid2187"
"clsid11083","pplid2228"
"clsid11083","pplid4811"
"clsid11083","pplid4844"
"clsid11083","pplid604"
"clsid12725","pplid21"
"clsid12725","pplid4863"
"clsid12725","pplid999"
"clsid3489","pplid2586"
"clsid3733","pplid2586"
"clsid3216","pplid1282"
"clsid3216","pplid4076"
"clsid11860","pplid2005"
"clsid11860","pplid2698"
"clsid11860","pplid4207"
"clsid11860","pplid571"
"clsid7022","pplid2005"
"clsid7022","pplid2698"
"clsid7022","pplid4207"
"clsid7022","pplid571"
"clsid1530","pplid4711"
"clsid5910","pplid4711"
"clsid816","pplid4711"
"clsid8331","pplid120"
"clsid8331","pplid2085"
"clsid11276","pplid2039"
"clsid6651","pplid2039"
"clsid10621","pplid1534"
"clsid10621","pplid2913"
"clsid4949","pplid1534"
"clsid4949","pplid2913"
"clsid7188","pplid1534"
"clsid7188","pplid2913"
"clsid12418","pplid165"
"clsid12418","pplid4243"
"clsid12418","pplid4497"
"clsid8155","pplid165"
"clsid8155","pplid4243"
"clsid8155","pplid4497"
"clsid11468","pplid1095"
"clsid11468","pplid1776"
"clsid11468","pplid4943"
"clsid5932","pplid1095"
"clsid5932","pplid1776"
"clsid5932","pplid4943"
"clsid11178","pplid1263"
"clsid11178","pplid163"
"clsid11178","pplid3624"
"clsid3249","pplid1263"
"clsid3249","pplid163"
"clsid3249","pplid3624"
"clsid7486","pplid3548"
"clsid12557","pplid3587"
"clsid8858","pplid3587"
"clsid2118","pplid3863"
"clsid2118","pplid957"
"clsid10897","pplid2771"
"clsid10897","pplid4162"
"clsid3861","pplid2771"
"clsid3861","pplid4162"
"clsid11402","pplid1425"
"clsid11402","pplid1728"
"clsid7618","pplid1425"
"clsid7618","pplid1728"
"clsid12887","pplid1231"
"clsid8720","pplid1065"
"clsid12836","pplid172"
"clsid12836","pplid1834"
"clsid12836","pplid201"
"clsid2434","pplid172"
"clsid2434","pplid1834"
"clsid2434","pplid201"
"clsid11330","pplid2950"
"clsid11330","pplid3717"
"clsid4870","pplid1336"
"clsid4870","pplid4806"
"clsid11510","pplid2057"
"clsid11510","pplid3390"
"clsid11510","pplid4438"
"clsid11305","pplid1708"
"clsid11305","pplid2339"
"clsid11305","pplid4019"
"clsid9423","pplid1706"
"clsid9423","pplid2362"
"clsid9423","pplid3743"
"clsid9423","pplid3928"
"clsid6378","pplid3089"
"clsid3503","pplid2952"
"clsid4147","pplid2952"
"clsid6209","pplid2952"
"clsid305","pplid1311"
"clsid305","pplid132"
"clsid305","pplid209"
"clsid305","pplid2476"
"clsid305","pplid4499"
"clsid8630","pplid581"
"clsid11565","pplid1956"
"clsid11565","pplid232"
"clsid11565","pplid3294"
"clsid11565","pplid4033"
"clsid11565","pplid4742"
"clsid2482","pplid1956"
"clsid2482","pplid232"
"clsid2482","pplid3294"
"clsid2482","pplid4033"
"clsid2482","pplid4742"
"clsid8810","pplid1299"
"clsid8810","pplid3443"
"clsid8810","pplid4941"
"clsid11395","pplid1450"
"clsid11395","pplid3382"
"clsid6215","pplid2751"
"clsid6215","pplid4198"
"clsid10099","pplid2677"
"clsid10099","pplid2987"
"clsid10099","pplid3231"
"clsid10099","pplid3751"
"clsid4447","pplid3502"
"clsid6399","pplid3502"
"clsid6453","pplid3502"
"clsid7674","pplid3502"
"clsid5140","pplid1435"
"clsid5140","pplid1795"
"clsid5140","pplid940"
"clsid9523","pplid1435"
"clsid9523","pplid1795"
"clsid9523","pplid940"
"clsid7278","pplid1722"
"clsid7278","pplid3069"
"clsid8882","pplid1722"
"clsid8882","pplid3069"
"clsid3699","pplid236"
"clsid3699","pplid3822"
"clsid3699","pplid4924"
"clsid7307","pplid236"
"clsid7307","pplid3822"
"clsid7307","pplid4924"
"clsid10015","pplid2207"
"clsid12260","pplid2207"
"clsid5056","pplid3201"
"clsid5056","pplid959"
"clsid9359","pplid3201"
"clsid9359","pplid959"
"clsid173","pplid2780"
"clsid4210","pplid2780"
"clsid3670","pplid275"
"clsid3670","pplid2906"
"clsid3670","pplid758"
"clsid5531","pplid275"
"clsid5531","pplid2906"
"clsid5531","pplid758"
"clsid2424","pplid11"
"clsid2424","pplid1118"
"clsid2424","pplid1717"
"clsid2424","pplid332"
"clsid8270","pplid11"
"clsid8270","pplid1118"
"clsid8270","pplid1717"
"clsid8270","pplid332"
"clsid496","pplid2186"
"clsid496","pplid4265"
"clsid496","pplid914"
"clsid496","pplid974"
"clsid6731","pplid2186"
"clsid6731","pplid4265"
"clsid6731","pplid914"
"clsid6731","pplid974"
"clsid457","pplid3203"
"clsid457","pplid3996"
"clsid457","pplid968"
"clsid7697","pplid3203"
"clsid7697","pplid3996"
"clsid7697","pplid968"
"clsid10981","pplid1082"
"clsid10981","pplid2745"
"clsid1474","pplid1082"
"clsid1474","pplid2745"
"clsid5799","pplid1480"
"clsid5799","pplid3923"
"clsid9928","pplid1480"
"clsid9928","pplid3923"
"clsid4436","pplid3067"
"clsid6278","pplid3067"
"clsid7155","pplid3067"
"clsid8554","pplid3067"
"clsid292","pplid4706"
"clsid292","pplid954"
"clsid4849","pplid1566"
"clsid4849","pplid4233"
"clsid2738","pplid1353"
"clsid2738","pplid3946"
"clsid3149","pplid1353"
"clsid3149","pplid3946"
"clsid4875","pplid1425"
"clsid4875","pplid2314"
"clsid6578","pplid1425"
"clsid6578","pplid2314"
"clsid9739","pplid1481"
"clsid9739","pplid3308"
"clsid9739","pplid60"
"clsid196","pplid793"
"clsid8559","pplid793"
"clsid4102","pplid1218"
"clsid4102","pplid3496"
"clsid11812","pplid1960"
"clsid11812","pplid2219"
"clsid11812","pplid796"
"clsid8792","pplid1960"
"clsid8792","pplid2219"
"clsid8792","pplid796"
"clsid2103","pplid2964"
"clsid2103","pplid4332"
"clsid2103","pplid4370"
"clsid2103","pplid983"
"clsid638","pplid2964"
"clsid638","pplid4332"
"clsid638","pplid4370"
"clsid638","pplid983"
"clsid12005","pplid3172"
"clsid12005","pplid3694"
"clsid4529","pplid3172"
"clsid4529","pplid3694"
"clsid7206","pplid3172"
"clsid7206","pplid3694"
"clsid6822","pplid3365"
"clsid6822","pplid4191"
"clsid1338","pplid1812"
"clsid1338","pplid4937"
"clsid8299","pplid1812"
"clsid8299","pplid4937"
"clsid11699","pplid1066"
"clsid11699","pplid2648"
"clsid11699","pplid3582"
"clsid11699","pplid3858"
"clsid11699","pplid829"
"clsid2991","pplid1066"
"clsid2991","pplid2648"
"clsid2991","pplid3582"
"clsid2991","pplid3858"
"clsid2991","pplid829"
"clsid9669","pplid3049"
"clsid3509","pplid1142"
"clsid6740","pplid1142"
"clsid3693","pplid2064"
"clsid3693","pplid4837"
"clsid5862","pplid1129"
"clsid5862","pplid2348"
"clsid5862","pplid3682"
"clsid273","pplid1295"
"clsid2785","pplid1295"
"clsid6626","pplid1295"
"clsid1239","pplid403"
"clsid3742","pplid403"
"clsid9423","pplid403"
"clsid10472","pplid420"
"clsid3910","pplid420"
"clsid4649","pplid420"
"clsid10236","pplid3142"
"clsid8902","pplid3142"
"clsid12136","pplid1122"
"clsid7426","pplid1122"
"clsid9941","pplid1122"
"clsid10371","pplid1986"
"clsid11786","pplid1986"
"clsid12264","pplid1986"
"clsid3981","pplid1986"
"clsid766","pplid1986"
"clsid12985","pplid3451"
"clsid11039","pplid1776"
"clsid9855","pplid1776"
"clsid4187","pplid2848"
"clsid4187","pplid3072"
"clsid1095","pplid4118"
"clsid8679","pplid4118"
"clsid10773","pplid1239"
"clsid10773","pplid355"
"clsid2399","pplid1239"
"clsid2399","pplid355"
"clsid6130","pplid1239"
"clsid6130","pplid355"
"clsid4051","pplid4627"
"clsid11125","pplid3121"
"clsid4928","pplid3121"
"clsid10926","pplid1872"
"clsid2270","pplid1872"
"clsid8392","pplid106"
"clsid8392","pplid3145"
"clsid8392","pplid4998"
"clsid767","pplid3797"
"clsid767","pplid4004"
"clsid767","pplid4877"
"clsid6464","pplid2682"
"clsid6464","pplid4912"
"clsid11540","pplid4256"
"clsid11540","pplid667"
"clsid2629","pplid4256"
"clsid2629","pplid667"
"clsid11692","pplid778"
"clsid6405","pplid778"
"clsid7119","pplid778"
"clsid3642","pplid2879"
"clsid2069","pplid1418"
"clsid2069","pplid3066"
"clsid2069","pplid3687"
"clsid2069","pplid4949"
"clsid12366","pplid2612"
"clsid12977","pplid2612"
"clsid4563","pplid2247"
"clsid11512","pplid153"
"clsid11512","pplid322"
"clsid284","pplid153"
"clsid284","pplid322"
"clsid8387","pplid3939"
"clsid2037","pplid138"
"clsid2037","pplid687"
"clsid3011","pplid1093"
"clsid3011","pplid1856"
"clsid3916","pplid1093"
"clsid3916","pplid1856"
"clsid7273","pplid1093"
"clsid7273","pplid1856"
"clsid12305","pplid2734"
"clsid12305","pplid4330"
"clsid12305","pplid4806"
"clsid12305","pplid4919"
"clsid6222","pplid2734"
"clsid6222","pplid4330"
"clsid6222","pplid4806"
"clsid6222","pplid4919"
"clsid8165","pplid2734"
"clsid8165","pplid4330"
"clsid8165","pplid4806"
"clsid8165","pplid4919"
"clsid11659","pplid2530"
"clsid11659","pplid4136"
"clsid11659","pplid900"
"clsid12856","pplid3107"
"clsid12856","pplid3277"
"clsid1125","pplid1436"
"clsid1125","pplid2025"
"clsid1125","pplid2704"
"clsid3575","pplid1436"
"clsid3575","pplid2025"
"clsid3575","pplid2704"
"clsid2759","pplid2243"
"clsid9687","pplid2243"
"clsid2361","pplid1468"
"clsid2361","pplid210"
"clsid4048","pplid1468"
"clsid4048","pplid210"
"clsid484","pplid1468"
"clsid484","pplid210"
"clsid11692","pplid128"
"clsid11692","pplid4595"
"clsid429","pplid128"
"clsid429","pplid4595"
"clsid1588","pplid3342"
"clsid1588","pplid4804"
"clsid4647","pplid3342"
"clsid4647","pplid4804"
"clsid10147","pplid3086"
"clsid7121","pplid1440"
"clsid7121","pplid1718"
"clsid7121","pplid2839"
"clsid1339","pplid3718"
"clsid2733","pplid3718"
"clsid7957","pplid1050"
"clsid7957","pplid2113"
"clsid9741","pplid1050"
"clsid9741","pplid2113"
"clsid459","pplid3916"
"clsid459","pplid552"
"clsid9787","pplid3647"
"clsid10464","pplid1688"
"clsid10464","pplid3461"
"clsid10464","pplid475"
"clsid3703","pplid1688"
"clsid3703","pplid3461"
"clsid3703","pplid475"
"clsid4327","pplid2686"
"clsid6455","pplid2761"
"clsid6455","pplid298"
"clsid6455","pplid3635"
"clsid1028","pplid275"
"clsid1028","pplid4126"
"clsid1734","pplid275"
"clsid1734","pplid4126"
"clsid3469","pplid275"
"clsid3469","pplid4126"
"clsid12638","pplid3696"
"clsid12638","pplid742"
"clsid9402","pplid3696"
"clsid9402","pplid742"
"clsid2656","pplid232"
"clsid2656","pplid2512"
"clsid2656","pplid2573"
"clsid2656","pplid330"
"clsid2656","pplid538"
"clsid5385","pplid232"
"clsid5385","pplid2512"
"clsid5385","pplid2573"
"clsid5385","pplid330"
"clsid5385","pplid538"
"clsid6349","pplid232"
"clsid6349","pplid2512"
"clsid6349","pplid2573"
"clsid6349","pplid330"
"clsid6349","pplid538"
"clsid12695","pplid4035"
"clsid12695","pplid582"
"clsid8868","pplid4035"
"clsid8868","pplid582"
"clsid3437","pplid888"
"clsid5463","pplid888"
"clsid6641","pplid171"
"clsid12820","pplid1250"
"clsid12820","pplid2820"
"clsid10578","pplid1002"
"clsid10578","pplid4055"
"clsid9427","pplid4872"
"clsid5156","pplid1875"
"clsid5156","pplid3209"
"clsid5411","pplid1875"
"clsid5411","pplid3209"
"clsid2724","pplid3690"
"clsid2724","pplid633"
"clsid7267","pplid3690"
"clsid7267","pplid633"
"clsid2327","pplid3768"
"clsid7793","pplid3768"
"clsid6077","pplid1339"
"clsid6077","pplid198"
"clsid939","pplid1339"
"clsid939","pplid198"
"clsid2476","pplid4479"
"clsid2476","pplid896"
"clsid5820","pplid4479"
"clsid5820","pplid896"
"clsid3973","pplid3563"
"clsid7644","pplid271"
"clsid7644","pplid578"
"clsid9981","pplid271"
"clsid9981","pplid578"
"clsid11918","pplid1579"
"clsid11918","pplid4100"
"clsid6401","pplid1579"
"clsid6401","pplid4100"
"clsid8894","pplid1579"
"clsid8894","pplid4100"
"clsid740","pplid3124"
"clsid1455","pplid4870"
"clsid7429","pplid4870"
"clsid949","pplid4870"
"clsid9708","pplid4870"
"clsid2246","pplid1505"
"clsid2246","pplid2527"
"clsid9277","pplid1505"
"clsid9277","pplid2527"
"clsid10358","pplid1374"
"clsid535","pplid1374"
"clsid1477","pplid1453"
"clsid1477","pplid2039"
"clsid2394","pplid1453"
"clsid2394","pplid2039"
"clsid6614","pplid825"
"clsid12698","pplid3140"
"clsid12698","pplid690"
"clsid12698","pplid929"
"clsid7023","pplid3140"
"clsid7023","pplid690"
"clsid7023","pplid929"
"clsid10094","pplid117"
"clsid10094","pplid1974"
"clsid1240","pplid4288"
"clsid10925","pplid25"
"clsid12527","pplid25"
"clsid8529","pplid25"
"clsid10499","pplid1689"
"clsid1996","pplid1689"
"clsid3851","pplid1689"
"clsid9169","pplid1689"
"clsid4116","pplid2445"
"clsid4116","pplid3655"
"clsid4116","pplid3947"
"clsid6173","pplid2445"
"clsid6173","pplid3655"
"clsid6173","pplid3947"
"clsid6719","pplid2445"
"clsid6719","pplid3655"
"clsid6719","pplid3947"
"clsid2362","pplid1579"
"clsid2362","pplid4081"
"clsid4088","pplid2628"
"clsid4088","pplid3432"
"clsid5813","pplid1783"
"clsid5813","pplid4120"
"clsid12504","pplid3604"
"clsid8531","pplid3604"
"clsid4505","pplid217"
"clsid4505","pplid2258"
"clsid7816","pplid1626"
"clsid7816","pplid4413"
"clsid960","pplid1626"
"clsid960","pplid4413"
"clsid12414","pplid1941"
"clsid4918","pplid1941"
"clsid8361","pplid2877"
"clsid8361","pplid850"
"clsid1445","pplid1589"
"clsid1445","pplid3059"
"clsid1445","pplid4058"
