clsid,clsdesc,CLSAUTHOR,clsstartdate,clsversion,clsclasses
clsid160,Used for the majority of grant programs processed in CORe,Caleb2,9/8/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterRoleStatement.java
clsid161,Used for the majority of grant programs processed in CORe,Caleb37,6/4/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTableStatement.java
clsid162,Codes for Juvenile Justice (Youth Aids) services,Caleb2,5/5/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTypeStatement.java
clsid163,Codes related to State County Contract  for Human or Social  Services contracts,Caleb26,4/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthenticationStatement.java
clsid164,Used for the majority of grant programs processed in CORe,Caleb2,3/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthorizationStatement.java
clsid165,Codes related to other Child Care services,Caleb30,2/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\BatchStatement.java
clsid166,Codes related to other Child Care services,Caleb1,1/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\Bound.java
clsid167,Codes for child support services,Caleb2,12/7/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFPropDefs.java
clsid168,Codes for child support services,Caleb1,11/7/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFStatement.java
clsid169,Codes related to County and Tribe Child Care services,Caleb2,10/8/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CQL3CasRequest.java
clsid170,Codes for Juvenile Justice (Youth Aids) services,Caleb2,9/8/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateAggregateStatement.java
clsid171,Codes related to other Child Care services,Caleb1,6/4/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateFunctionStatement.java
clsid172,Codes related to other Child Care services,Caleb2,5/5/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateIndexStatement.java
clsid173,Codes related to other Child Care services,Caleb2,4/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateKeyspaceStatement.java
clsid174,Codes related to other Child Care services,Caleb4,3/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateRoleStatement.java
clsid175,Codes related to other Child Care services,Caleb43,2/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTableStatement.java
clsid176,Used for the majority of grant programs processed in CORe,Caleb1,1/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTriggerStatement.java
clsid177,Codes related to State County Contract  for Human or Social  Services contracts,Caleb42,12/7/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTypeStatement.java
clsid178,Codes related to other Child Care services,Caleb2,11/7/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DeleteStatement.java
clsid179,Codes related to other Child Care services,Caleb2,10/8/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropAggregateStatement.java
clsid180,Used for the majority of grant programs processed in CORe,Caleb5,9/8/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropFunctionStatement.java
clsid181,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb48,6/4/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropIndexStatement.java
clsid182,Codes for Juvenile Justice (Youth Aids) services,Caleb2,5/5/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropKeyspaceStatement.java
clsid183,Codes related to County and Tribe Child Care services,Caleb1,4/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropRoleStatement.java
clsid184,Codes related to County and Tribe Child Care services,Caleb1,3/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTableStatement.java
clsid185,Codes for child support services,Caleb2,2/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTriggerStatement.java
clsid186,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,1/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTypeStatement.java
clsid187,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,12/7/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantPermissionsStatement.java
clsid188,Used for the majority of grant programs processed in CORe,Caleb2,11/7/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantRoleStatement.java
clsid189,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb38,10/8/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\IndexPropDefs.java
clsid190,Codes for Juvenile Justice (Youth Aids) services,Caleb1,9/8/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\IndexTarget.java
clsid191,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,6/4/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\KSPropDefs.java
clsid192,Codes related to other Child Care services,Caleb22,5/5/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListPermissionsStatement.java
clsid193,Used for the majority of grant programs processed in CORe,Caleb16,4/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListRolesStatement.java
clsid194,Codes related to State County Contract  for Human or Social  Services contracts,Caleb31,3/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListUsersStatement.java
clsid195,Used for the majority of grant programs processed in CORe,Caleb1,2/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ModificationStatement.java
clsid196,Codes for child support services,Caleb37,1/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ParsedStatement.java
clsid197,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,12/7/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\PermissionsManagementStatement.java
clsid198,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,11/7/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\PropertyDefinitions.java
clsid199,Codes related to County and Tribe Child Care services,Caleb32,10/8/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RequestValidations.java
clsid200,Codes related to other Child Care services,Caleb4,9/8/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RevokePermissionsStatement.java
clsid201,Codes for child support services,Caleb49,6/4/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RevokeRoleStatement.java
clsid202,Codes for Juvenile Justice (Youth Aids) services,Caleb1,5/5/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RoleManagementStatement.java
clsid203,Codes related to other Child Care services,Caleb46,4/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\SchemaAlteringStatement.java
clsid204,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb7,3/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\SelectStatement.java
clsid205,Used for the majority of grant programs processed in CORe,Caleb1,2/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\TruncateStatement.java
clsid206,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,1/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\UpdateStatement.java
clsid207,Codes for Juvenile Justice (Youth Aids) services,Caleb1,12/7/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\UseStatement.java
clsid208,Used for the majority of grant programs processed in CORe,Caleb2,11/7/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Term.java
clsid209,Codes related to County and Tribe Child Care services,Caleb1,10/8/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Terms.java
clsid210,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb21,9/8/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\TokenRelation.java
clsid211,Codes for child support services,Caleb5,6/4/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Tuples.java
clsid212,Codes for child support services,Caleb2,5/5/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\TypeCast.java
clsid213,Codes related to other Child Care services,Caleb1,4/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UntypedResultSet.java
clsid214,Codes related to other Child Care services,Caleb2,3/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UpdateParameters.java
clsid215,Codes related to County and Tribe Child Care services,Caleb1,2/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UserTypes.java
clsid216,Codes for Juvenile Justice (Youth Aids) services,Caleb2,1/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UTName.java
clsid217,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,12/7/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\VariableSpecifications.java
clsid218,Used for the majority of grant programs processed in CORe,Caleb2,11/7/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AbstractCell.java
clsid219,Used for the majority of grant programs processed in CORe,Caleb2,10/8/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AbstractNativeCell.java
clsid220,Used for the majority of grant programs processed in CORe,Caleb1,9/8/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AbstractRangeCommand.java
clsid221,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,6/4/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ArrayBackedSortedColumns.java
clsid222,Codes related to other Child Care services,Caleb2,5/5/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AtomDeserializer.java
clsid223,Codes related to State County Contract  for Human or Social  Services contracts,Caleb5,4/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AtomicBTreeColumns.java
clsid224,Used for the majority of grant programs processed in CORe,Caleb1,3/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BatchlogManager.java
clsid225,Codes for Juvenile Justice (Youth Aids) services,Caleb5,2/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BatchlogManagerMBean.java
clsid226,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,1/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BlacklistedDirectories.java
clsid227,Used for the majority of grant programs processed in CORe,Caleb2,12/7/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BlacklistedDirectoriesMBean.java
clsid228,Codes for Juvenile Justice (Youth Aids) services,Caleb17,11/7/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferCell.java
clsid229,Codes for Juvenile Justice (Youth Aids) services,Caleb2,10/8/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferCounterCell.java
clsid230,Codes for Juvenile Justice (Youth Aids) services,Caleb2,9/8/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferCounterUpdateCell.java
clsid231,Codes for Juvenile Justice (Youth Aids) services,Caleb2,6/4/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferDecoratedKey.java
clsid232,Codes for Juvenile Justice (Youth Aids) services,Caleb1,5/5/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferDeletedCell.java
clsid233,Used for the majority of grant programs processed in CORe,Caleb1,4/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferExpiringCell.java
clsid234,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb19,3/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CachedHashDecoratedKey.java
clsid235,Codes related to other Child Care services,Caleb2,2/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Cell.java
clsid236,Codes for child support services,Caleb2,1/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CFRowAdder.java
clsid237,Codes for Juvenile Justice (Youth Aids) services,Caleb28,12/7/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ClockAndCount.java
clsid238,Used for the majority of grant programs processed in CORe,Caleb2,11/7/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CollationController.java
clsid239,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,10/8/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamily.java
clsid240,Codes related to other Child Care services,Caleb2,9/8/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilySerializer.java
clsid241,Codes related to other Child Care services,Caleb2,6/4/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilyStore.java
clsid242,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,5/5/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilyStoreMBean.java
clsid243,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb41,4/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilyType.java
clsid244,Codes for child support services,Caleb1,3/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnIndex.java
clsid245,Codes related to State County Contract  for Human or Social  Services contracts,Caleb48,2/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\IColumnIteratorFactory.java
clsid246,Used for the majority of grant programs processed in CORe,Caleb1,1/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\IdentityQueryFilter.java
clsid247,Codes related to State County Contract  for Human or Social  Services contracts,Caleb30,12/7/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\LazyColumnIterator.java
clsid248,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,11/7/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\OnDiskAtomIterator.java
clsid249,Codes related to other Child Care services,Caleb2,10/8/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnSerializer.java
clsid250,Codes for Juvenile Justice (Youth Aids) services,Caleb2,9/8/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\AbstractCommitLogService.java
clsid251,Codes related to County and Tribe Child Care services,Caleb2,6/4/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\BatchCommitLogService.java
clsid252,Used for the majority of grant programs processed in CORe,Caleb1,5/5/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLog.java
clsid253,Codes related to other Child Care services,Caleb2,4/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogArchiver.java
clsid254,Codes related to other Child Care services,Caleb1,3/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogDescriptor.java
clsid255,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb29,2/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogMBean.java
clsid256,Codes related to other Child Care services,Caleb1,1/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogReplayer.java
clsid257,Codes for Juvenile Justice (Youth Aids) services,Caleb2,12/7/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogSegment.java
clsid258,Codes related to State County Contract  for Human or Social  Services contracts,Caleb48,11/7/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogSegmentManager.java
clsid259,Codes related to other Child Care services,Caleb1,10/8/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CompressedSegment.java
clsid260,Codes related to State County Contract  for Human or Social  Services contracts,Caleb19,9/8/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\MemoryMappedSegment.java
