"CLASSNAME","DESCRIPTION","CREATEDBY","CREATEDON","VERSION","CLASSES"
"PCA137","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-06-30","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\SingleColumnRestriction.java"
"PCA138","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-06-30","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\StatementRestrictions.java"
"PCA139","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-06-30","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TermSlice.java"
"PCA140"," ","Alex","2016-06-30","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TokenFilter.java"
"PCA141","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-06-30","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TokenRestriction.java"
"PCA142","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-06-29","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ResultSet.java"
"PCA143","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-06-29","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\RoleName.java"
"PCA144","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-06-29","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AbstractFunctionSelector.java"
"PCA145"," ","Caleb","2016-06-29","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AggregateFunctionSelector.java"
"PCA146","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-06-29","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\FieldSelector.java"
"PCA147","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-06-29","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\RawSelector.java"
"PCA148","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-06-29","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\ScalarFunctionSelector.java"
"PCA149","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-06-29","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selectable.java"
"PCA150"," ","Caleb","2016-06-29","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selection.java"
"PCA151","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-06-29","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectionColumnMapping.java"
"PCA152","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-06-29","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectionColumns.java"
"PCA153","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-06-29","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selector.java"
"PCA154","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-06-28","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectorFactories.java"
"PCA155"," ","Alex","2016-06-28","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SimpleSelector.java"
"PCA156","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-06-28","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\WritetimeOrTTLSelector.java"
"PCA157","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-06-28","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Sets.java"
"PCA158","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-06-28","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\SingleColumnRelation.java"
"PCA159","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-06-28","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterKeyspaceStatement.java"
"PCA160"," ","Alex","2016-06-28","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterRoleStatement.java"
"PCA161","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-06-28","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTableStatement.java"
"PCA162","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-06-28","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTypeStatement.java"
"PCA163","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-06-28","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthenticationStatement.java"
"PCA164","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-06-28","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthorizationStatement.java"
"PCA165"," ","Caleb","2016-06-28","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\BatchStatement.java"
"PCA166","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-06-27","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\Bound.java"
"PCA167","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-06-27","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFPropDefs.java"
"PCA168","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-06-27","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFStatement.java"
"PCA169","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-06-27","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CQL3CasRequest.java"
"PCA170"," ","Caleb","2016-06-27","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateAggregateStatement.java"
"PCA171","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-06-27","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateFunctionStatement.java"
"PCA172","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-06-27","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateIndexStatement.java"
"PCA173","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-06-27","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateKeyspaceStatement.java"
"PCA174","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-06-27","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateRoleStatement.java"
"PCA175"," ","Alex","2016-06-27","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTableStatement.java"
"PCA176","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-06-27","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTriggerStatement.java"
"PCA177","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-06-27","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTypeStatement.java"
"PCA178","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-06-26","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DeleteStatement.java"
"PCA179","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-06-26","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropAggregateStatement.java"
"PCA180"," ","Alex","2016-06-26","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropFunctionStatement.java"
"PCA181","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-06-26","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropIndexStatement.java"
"PCA182","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-06-26","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropKeyspaceStatement.java"
"PCA183","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-06-26","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropRoleStatement.java"
"PCA184","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-06-26","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTableStatement.java"
"PCA185"," ","Caleb","2016-06-26","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTriggerStatement.java"
"PCA186","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-06-26","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTypeStatement.java"
"PCA187","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-06-26","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantPermissionsStatement.java"
"PCA188","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-06-26","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantRoleStatement.java"
"PCA189","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-06-26","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\IndexPropDefs.java"
"PCA190"," ","Caleb","2016-06-25","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\IndexTarget.java"
"PCA191","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-06-25","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\KSPropDefs.java"
"PCA192","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-06-25","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListPermissionsStatement.java"
"PCA193","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-06-25","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListRolesStatement.java"
"PCA194","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-06-25","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListUsersStatement.java"
"PCA195"," ","Alex","2016-06-25","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ModificationStatement.java"
"PCA196","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-06-25","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ParsedStatement.java"
"PCA197","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-06-25","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\PermissionsManagementStatement.java"
"PCA198","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-06-25","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\PropertyDefinitions.java"
"PCA199","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-06-25","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RequestValidations.java"
"PCA200"," ","Alex","2016-06-25","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RevokePermissionsStatement.java"
"PCA201","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-06-25","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RevokeRoleStatement.java"
"PCA202","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-06-24","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RoleManagementStatement.java"
"PCA203","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-06-24","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\SchemaAlteringStatement.java"
"PCA204","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-06-24","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\SelectStatement.java"
"PCA205"," ","Caleb","2016-06-24","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\TruncateStatement.java"
"PCA206","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-06-24","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\UpdateStatement.java"
"PCA207","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-06-24","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\UseStatement.java"
"PCA208","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-06-24","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Term.java"
"PCA209","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-06-24","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Terms.java"
"PCA210"," ","Caleb","2016-06-24","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\TokenRelation.java"
"PCA211","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-06-24","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Tuples.java"
"PCA212","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-06-24","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\TypeCast.java"
"PCA213","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-06-24","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UntypedResultSet.java"
"PCA214","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-06-23","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UpdateParameters.java"
