"SUBCOMPONENTID","CLASSNAME"
"SCP1330","PCA1546"
"SCP1330","PCA8681"
"SCP1330","PCA9658"
"SCP1332","PCA2595"
"SCP1332","PCA9500"
"SCP1332","PCA3045"
"SCP1337","PCA9419"
"SCP1337","PCA3423"
"SCP1337","PCA1895"
"SCP1339","PCA23"
"SCP1341","PCA30"
"SCP1342","PCA9064"
"SCP1342","PCA6409"
"SCP1342","PCA691"
"SCP1346","PCA5202"
"SCP1346","PCA8201"
"SCP1346","PCA8592"
"SCP1348","PCA31"
"SCP1349","PCA24"
"SCP1350","PCA1804"
"SCP1350","PCA964"
"SCP1350","PCA8884"
"SCP1353","PCA40"
"SCP1354","PCA18"
"SCP1362","PCA4795"
"SCP1362","PCA4021"
"SCP1362","PCA5614"
"SCP1363","PCA4256"
"SCP1363","PCA7042"
"SCP1363","PCA9836"
"SCP1364","PCA23"
"SCP1367","PCA2"
"SCP1369","PCA5453"
"SCP1369","PCA6075"
"SCP1369","PCA8189"
"SCP1377","PCA5470"
"SCP1377","PCA4021"
"SCP1377","PCA4812"
"SCP1381","PCA979"
"SCP1381","PCA3820"
"SCP1381","PCA3066"
"SCP1382","PCA56"
"SCP1386","PCA5666"
"SCP1386","PCA6584"
"SCP1386","PCA3717"
"SCP1387","PCA14"
"SCP1388","PCA24"
"SCP1391","PCA70"
"SCP1392","PCA19"
"SCP1394","PCA45"
"SCP1396","PCA67"
"SCP1399","PCA1161"
"SCP1399","PCA3189"
"SCP1399","PCA2122"
"SCP1402","PCA58"
"SCP1404","PCA9"
"SCP1405","PCA29"
"SCP1408","PCA34"
"SCP1411","PCA2"
"SCP1416","PCA56"
"SCP1429","PCA7873"
"SCP1429","PCA558"
"SCP1429","PCA3907"
"SCP1432","PCA37"
"SCP1434","PCA7713"
"SCP1434","PCA5003"
"SCP1434","PCA6745"
"SCP1438","PCA63"
"SCP1442","PCA3476"
"SCP1442","PCA27"
"SCP1442","PCA2734"
"SCP1443","PCA1608"
"SCP1443","PCA698"
"SCP1443","PCA3960"
"SCP1446","PCA1407"
"SCP1446","PCA8326"
"SCP1446","PCA5305"
"SCP1448","PCA49"
"SCP1449","PCA7570"
"SCP1449","PCA4508"
"SCP1449","PCA3984"
"SCP1450","PCA8961"
"SCP1450","PCA1129"
"SCP1450","PCA2088"
"SCP1451","PCA5386"
"SCP1451","PCA720"
"SCP1451","PCA196"
"SCP1452","PCA6395"
"SCP1452","PCA7697"
"SCP1452","PCA3791"
"SCP1455","PCA69"
"SCP1458","PCA11"
"SCP1461","PCA7246"
"SCP1461","PCA4166"
"SCP1461","PCA3328"
"SCP1464","PCA319"
"SCP1464","PCA8272"
"SCP1464","PCA5689"
"SCP1468","PCA7865"
"SCP1468","PCA5001"
"SCP1468","PCA532"
"SCP1470","PCA6"
"SCP1478","PCA1334"
"SCP1478","PCA9810"
"SCP1478","PCA4285"
"SCP1480","PCA30"
"SCP1481","PCA3149"
"SCP1481","PCA4913"
"SCP1481","PCA836"
"SCP1482","PCA43"
"SCP1484","PCA10"
"SCP1488","PCA52"
"SCP1491","PCA2419"
"SCP1491","PCA9807"
"SCP1491","PCA698"
"SCP1494","PCA24"
"SCP1496","PCA27"
"SCP1499","PCA8244"
"SCP1499","PCA30"
"SCP1499","PCA534"
"SCP1502","PCA1187"
"SCP1502","PCA5122"
"SCP1502","PCA3180"
"SCP1504","PCA890"
"SCP1504","PCA8326"
"SCP1504","PCA4245"
"SCP1505","PCA4738"
"SCP1505","PCA493"
"SCP1505","PCA24"
"SCP1506","PCA6"
"SCP1507","PCA16"
"SCP1508","PCA8452"
"SCP1508","PCA6052"
"SCP1508","PCA6717"
"SCP1510","PCA27"
"SCP1514","PCA63"
"SCP1518","PCA5"
"SCP1520","PCA6477"
"SCP1520","PCA9646"
"SCP1520","PCA9412"
"SCP1525","PCA5290"
"SCP1525","PCA2472"
"SCP1525","PCA4495"
"SCP1529","PCA15"
"SCP1535","PCA3615"
"SCP1535","PCA1635"
"SCP1535","PCA3369"
"SCP1536","PCA7235"
"SCP1536","PCA4646"
"SCP1536","PCA78"
"SCP1537","PCA29"
"SCP1541","PCA7459"
"SCP1541","PCA4092"
"SCP1541","PCA6230"
"SCP1543","PCA1"
"SCP1545","PCA3972"
"SCP1545","PCA7780"
"SCP1545","PCA8534"
"SCP1547","PCA41"
"SCP1549","PCA5084"
"SCP1549","PCA2433"
"SCP1549","PCA483"
"SCP1550","PCA5"
"SCP1552","PCA38"
"SCP1553","PCA47"
"SCP1560","PCA9134"
"SCP1560","PCA3894"
"SCP1560","PCA1942"
"SCP1563","PCA4775"
"SCP1563","PCA4904"
"SCP1563","PCA9858"
"SCP1564","PCA41"
"SCP1566","PCA56"
"SCP1568","PCA2081"
"SCP1568","PCA5650"
"SCP1568","PCA4334"
"SCP1573","PCA883"
"SCP1573","PCA4299"
"SCP1573","PCA4609"
"SCP1575","PCA9"
"SCP1576","PCA9322"
"SCP1576","PCA4869"
"SCP1576","PCA7057"
"SCP1577","PCA20"
"SCP1578","PCA1134"
"SCP1578","PCA2836"
"SCP1578","PCA3868"
"SCP1580","PCA8472"
"SCP1580","PCA1584"
"SCP1580","PCA2727"
"SCP1582","PCA2493"
"SCP1582","PCA5821"
"SCP1582","PCA4652"
"SCP1583","PCA7239"
"SCP1583","PCA685"
"SCP1583","PCA5014"
"SCP1585","PCA3030"
"SCP1585","PCA7233"
"SCP1585","PCA4497"
"SCP1586","PCA37"
"SCP1589","PCA12"
"SCP1590","PCA7737"
"SCP1590","PCA8636"
"SCP1590","PCA6120"
"SCP1591","PCA54"
"SCP1594","PCA44"
"SCP1595","PCA58"
"SCP1597","PCA2869"
"SCP1597","PCA5041"
"SCP1597","PCA3099"
"SCP1601","PCA7947"
"SCP1601","PCA3713"
"SCP1601","PCA5586"
"SCP1603","PCA2618"
"SCP1603","PCA1469"
"SCP1603","PCA7648"
"SCP1604","PCA327"
"SCP1604","PCA7306"
"SCP1604","PCA3662"
"SCP1606","PCA7"
"SCP1611","PCA45"
"SCP1614","PCA9891"
"SCP1614","PCA739"
"SCP1614","PCA9210"
"SCP1618","PCA9829"
"SCP1618","PCA1840"
"SCP1618","PCA5182"
"SCP1619","PCA19"
"SCP1620","PCA55"
"SCP1621","PCA2351"
"SCP1621","PCA7225"
"SCP1621","PCA9881"
"SCP1622","PCA4247"
"SCP1622","PCA6154"
"SCP1622","PCA7999"
"SCP1623","PCA58"
"SCP1630","PCA474"
"SCP1630","PCA1579"
"SCP1630","PCA2822"
"SCP1644","PCA3073"
"SCP1644","PCA4354"
"SCP1644","PCA4807"
"SCP1645","PCA39"
"SCP1653","PCA4832"
"SCP1653","PCA8603"
"SCP1653","PCA4527"
"SCP1656","PCA23"
"SCP1657","PCA58"
"SCP1659","PCA5685"
"SCP1659","PCA7515"
"SCP1659","PCA9277"
"SCP1661","PCA24"
"SCP1663","PCA6687"
"SCP1663","PCA698"
"SCP1663","PCA9501"
"SCP1666","PCA10"
"SCP1671","PCA6535"
"SCP1671","PCA1364"
"SCP1671","PCA9434"
"SCP1672","PCA824"
"SCP1672","PCA8057"
"SCP1672","PCA1393"
"SCP1679","PCA45"
"SCP1682","PCA49"
"SCP1683","PCA52"
"SCP1684","PCA5054"
"SCP1684","PCA6802"
"SCP1684","PCA9926"
"SCP1689","PCA1267"
"SCP1689","PCA6014"
"SCP1689","PCA4706"
"SCP1690","PCA38"
"SCP1690","PCA846"
"SCP1690","PCA8615"
"SCP1694","PCA60"
"SCP1696","PCA2"
"SCP1697","PCA49"
"SCP1698","PCA4832"
"SCP1698","PCA2155"
"SCP1698","PCA9940"
"SCP1699","PCA29"
"SCP1701","PCA40"
"SCP1703","PCA8582"
"SCP1703","PCA4942"
"SCP1703","PCA497"
"SCP1706","PCA8"
"SCP1707","PCA892"
"SCP1707","PCA1120"
"SCP1707","PCA8479"
"SCP1709","PCA9878"
"SCP1709","PCA3495"
"SCP1709","PCA7596"
"SCP1710","PCA19"
"SCP1711","PCA2641"
"SCP1711","PCA236"
"SCP1711","PCA4091"
"SCP1716","PCA3124"
"SCP1716","PCA5639"
"SCP1716","PCA4886"
"SCP1719","PCA3249"
"SCP1719","PCA2224"
"SCP1719","PCA1845"
"SCP1722","PCA9052"
"SCP1722","PCA1173"
"SCP1722","PCA7265"
"SCP1723","PCA2760"
"SCP1723","PCA1445"
"SCP1723","PCA8135"
"SCP1726","PCA325"
"SCP1726","PCA4222"
"SCP1726","PCA6226"
"SCP1727","PCA60"
"SCP1728","PCA6183"
"SCP1728","PCA8515"
"SCP1728","PCA8366"
"SCP1731","PCA2079"
"SCP1731","PCA9358"
"SCP1731","PCA3215"
"SCP1732","PCA836"
"SCP1732","PCA6755"
"SCP1732","PCA7666"
"SCP1733","PCA28"
"SCP1735","PCA6064"
"SCP1735","PCA7103"
"SCP1735","PCA2789"
"SCP1739","PCA3755"
"SCP1739","PCA9883"
"SCP1739","PCA1173"
"SCP1741","PCA1468"
"SCP1741","PCA6017"
"SCP1741","PCA5534"
"SCP1742","PCA46"
"SCP1745","PCA2618"
"SCP1745","PCA2370"
"SCP1745","PCA5402"
"SCP1749","PCA1402"
"SCP1749","PCA9124"
"SCP1749","PCA4318"
"SCP1752","PCA20"
"SCP1753","PCA4822"
"SCP1753","PCA9396"
"SCP1753","PCA9274"
"SCP1755","PCA5501"
"SCP1755","PCA7499"
"SCP1755","PCA6419"
"SCP1759","PCA7174"
"SCP1759","PCA7760"
"SCP1759","PCA5125"
"SCP1760","PCA7041"
"SCP1760","PCA5410"
"SCP1760","PCA8450"
"SCP1761","PCA42"
"SCP1763","PCA64"
"SCP1764","PCA6064"
"SCP1764","PCA4615"
"SCP1764","PCA9734"
"SCP1765","PCA21"
"SCP1770","PCA6469"
"SCP1770","PCA7704"
"SCP1770","PCA7779"
"SCP1771","PCA4"
"SCP1773","PCA26"
"SCP1775","PCA6475"
"SCP1775","PCA362"
"SCP1775","PCA2531"
"SCP1778","PCA2785"
"SCP1778","PCA2364"
"SCP1778","PCA8444"
"SCP1779","PCA29"
"SCP1784","PCA1996"
"SCP1784","PCA3437"
"SCP1784","PCA6190"
"SCP1785","PCA431"
"SCP1785","PCA7542"
"SCP1785","PCA3776"
"SCP1786","PCA7104"
"SCP1786","PCA7475"
"SCP1786","PCA6604"
"SCP1794","PCA9516"
"SCP1794","PCA7492"
"SCP1794","PCA6760"
"SCP1801","PCA974"
"SCP1801","PCA7383"
"SCP1801","PCA8391"
"SCP1804","PCA7021"
"SCP1804","PCA8472"
"SCP1804","PCA6208"
"SCP1806","PCA39"
"SCP1818","PCA8348"
"SCP1818","PCA9452"
"SCP1818","PCA1557"
"SCP1819","PCA29"
"SCP1820","PCA1"
"SCP1826","PCA5400"
"SCP1826","PCA2266"
"SCP1826","PCA2882"
"SCP1827","PCA29"
"SCP1832","PCA3500"
"SCP1832","PCA1227"
"SCP1832","PCA693"
"SCP1836","PCA762"
"SCP1836","PCA7905"
"SCP1836","PCA4537"
"SCP1842","PCA9"
"SCP1843","PCA20"
"SCP1844","PCA4047"
"SCP1844","PCA4978"
"SCP1844","PCA1578"
"SCP1847","PCA69"
"SCP1849","PCA20"
"SCP1854","PCA6806"
"SCP1854","PCA2212"
"SCP1854","PCA7854"
"SCP1856","PCA53"
"SCP1862","PCA19"
"SCP1870","PCA22"
"SCP1871","PCA8914"
"SCP1871","PCA7577"
"SCP1871","PCA1508"
"SCP1873","PCA33"
"SCP1874","PCA13"
"SCP1877","PCA30"
"SCP1879","PCA3014"
"SCP1879","PCA3880"
"SCP1879","PCA1457"
"SCP1880","PCA6"
"SCP1881","PCA7986"
"SCP1881","PCA4346"
"SCP1881","PCA5777"
"SCP1888","PCA887"
"SCP1888","PCA6023"
"SCP1888","PCA5164"
"SCP1891","PCA57"
"SCP1893","PCA8117"
"SCP1893","PCA3433"
"SCP1893","PCA5437"
"SCP1898","PCA27"
"SCP1899","PCA29"
"SCP1901","PCA59"
"SCP1902","PCA1242"
"SCP1902","PCA3279"
"SCP1902","PCA7753"
"SCP1903","PCA8699"
"SCP1903","PCA3785"
"SCP1903","PCA7649"
"SCP1906","PCA950"
"SCP1906","PCA5529"
"SCP1906","PCA9200"
"SCP1907","PCA62"
"SCP1908","PCA1816"
"SCP1908","PCA3867"
"SCP1908","PCA1417"
"SCP1911","PCA2721"
"SCP1911","PCA947"
"SCP1911","PCA8111"
"SCP1919","PCA47"
"SCP1922","PCA9293"
"SCP1922","PCA6062"
"SCP1922","PCA4711"
"SCP1926","PCA10"
"SCP1929","PCA8918"
"SCP1929","PCA5973"
"SCP1929","PCA9752"
"SCP1930","PCA4676"
"SCP1930","PCA2410"
"SCP1930","PCA40"
"SCP1936","PCA5249"
"SCP1936","PCA9123"
"SCP1936","PCA5356"
"SCP1938","PCA6025"
"SCP1938","PCA8441"
"SCP1938","PCA942"
"SCP1939","PCA17"
"SCP1941","PCA9399"
"SCP1941","PCA2824"
"SCP1941","PCA2488"
"SCP1943","PCA8874"
"SCP1943","PCA9142"
"SCP1943","PCA3513"
"SCP1946","PCA64"
"SCP1948","PCA8457"
"SCP1948","PCA4564"
"SCP1948","PCA272"
"SCP1953","PCA5797"
"SCP1953","PCA1732"
"SCP1953","PCA7347"
"SCP1954","PCA38"
"SCP1957","PCA25"
"SCP1959","PCA32"
"SCP1961","PCA4"
"SCP1963","PCA3333"
"SCP1963","PCA9323"
"SCP1963","PCA5072"
"SCP1965","PCA42"
"SCP1966","PCA9"
"SCP1969","PCA4309"
"SCP1969","PCA4477"
"SCP1969","PCA3000"
"SCP1970","PCA9775"
"SCP1970","PCA3041"
"SCP1970","PCA4123"
"SCP1974","PCA7549"
"SCP1974","PCA8989"
"SCP1974","PCA2804"
"SCP1976","PCA5626"
"SCP1976","PCA9523"
"SCP1976","PCA9855"
"SCP1977","PCA5309"
"SCP1977","PCA8830"
"SCP1977","PCA5555"
"SCP1979","PCA8735"
"SCP1979","PCA491"
"SCP1979","PCA3471"
"SCP1984","PCA2475"
"SCP1984","PCA9175"
"SCP1984","PCA5220"
"SCP1985","PCA12"
"SCP1987","PCA49"
"SCP1988","PCA9960"
"SCP1988","PCA5219"
"SCP1988","PCA3155"
"SCP1991","PCA19"
"SCP1992","PCA35"
"SCP1993","PCA3022"
"SCP1993","PCA9071"
"SCP1993","PCA4222"
"SCP1998","PCA6386"
"SCP1998","PCA8162"
"SCP1998","PCA3332"
"SCP2002","PCA32"
"SCP2004","PCA6"
"SCP2006","PCA18"
"SCP2007","PCA5"
"SCP2009","PCA4178"
"SCP2009","PCA2889"
"SCP2009","PCA1915"
"SCP2011","PCA7976"
"SCP2011","PCA8022"
"SCP2011","PCA685"
"SCP2012","PCA27"
"SCP2016","PCA9901"
"SCP2016","PCA5833"
"SCP2016","PCA7844"
"SCP2017","PCA2791"
"SCP2017","PCA4086"
"SCP2017","PCA2142"
"SCP2031","PCA47"
"SCP2032","PCA25"
"SCP2035","PCA15"
"SCP2036","PCA2922"
"SCP2036","PCA3745"
"SCP2036","PCA9961"
"SCP2037","PCA8886"
"SCP2037","PCA5683"
"SCP2037","PCA3972"
"SCP2041","PCA23"
"SCP2043","PCA8442"
"SCP2043","PCA42"
"SCP2043","PCA1959"
"SCP2044","PCA60"
"SCP2046","PCA59"
"SCP2047","PCA51"
"SCP2048","PCA7736"
"SCP2048","PCA1888"
"SCP2048","PCA7512"
"SCP2050","PCA17"
"SCP2054","PCA51"
"SCP2058","PCA8034"
"SCP2058","PCA9393"
"SCP2058","PCA2907"
"SCP2060","PCA53"
"SCP2061","PCA66"
"SCP2062","PCA3753"
"SCP2062","PCA5042"
"SCP2062","PCA5016"
"SCP2063","PCA7390"
"SCP2063","PCA5754"
"SCP2063","PCA8539"
"SCP2064","PCA2779"
"SCP2064","PCA6872"
"SCP2064","PCA7497"
"SCP2066","PCA40"
"SCP2067","PCA8718"
"SCP2067","PCA8895"
"SCP2067","PCA6213"
"SCP2070","PCA35"
"SCP2071","PCA462"
"SCP2071","PCA4820"
"SCP2071","PCA9155"
"SCP2073","PCA41"
"SCP2074","PCA61"
"SCP2079","PCA20"
"SCP2080","PCA59"
"SCP2081","PCA5376"
"SCP2081","PCA5338"
"SCP2081","PCA4462"
"SCP2083","PCA66"
"SCP2084","PCA43"
"SCP2085","PCA5348"
"SCP2085","PCA4621"
"SCP2085","PCA2052"
"SCP2086","PCA8917"
"SCP2086","PCA52"
"SCP2086","PCA7715"
"SCP2089","PCA6879"
"SCP2089","PCA6110"
"SCP2089","PCA1402"
"SCP2091","PCA6837"
"SCP2091","PCA5341"
"SCP2091","PCA6954"
"SCP2094","PCA3680"
"SCP2094","PCA3287"
"SCP2094","PCA4256"
"SCP2096","PCA7894"
"SCP2096","PCA8399"
"SCP2096","PCA3879"
"SCP2097","PCA7"
"SCP2102","PCA43"
"SCP2104","PCA48"
"SCP2105","PCA1348"
"SCP2105","PCA7852"
"SCP2105","PCA5065"
"SCP2107","PCA17"
"SCP2110","PCA45"
"SCP2116","PCA1636"
"SCP2116","PCA5846"
"SCP2116","PCA6001"
"SCP2120","PCA7205"
"SCP2120","PCA6985"
"SCP2120","PCA6691"
"SCP2121","PCA1"
"SCP2122","PCA68"
"SCP2124","PCA1835"
"SCP2124","PCA5434"
"SCP2124","PCA5859"
"SCP2127","PCA9350"
"SCP2127","PCA8486"
"SCP2127","PCA5341"
"SCP2130","PCA64"
"SCP2131","PCA7"
"SCP2132","PCA5554"
"SCP2132","PCA293"
"SCP2132","PCA4189"
"SCP2133","PCA931"
"SCP2133","PCA2610"
"SCP2133","PCA1344"
"SCP2134","PCA10"
"SCP2136","PCA7761"
"SCP2136","PCA3349"
"SCP2136","PCA1650"
"SCP2137","PCA45"
"SCP2139","PCA52"
"SCP2140","PCA13"
"SCP2143","PCA33"
"SCP2145","PCA62"
"SCP2146","PCA31"
"SCP2147","PCA254"
"SCP2147","PCA6759"
"SCP2147","PCA1305"
"SCP2148","PCA266"
"SCP2148","PCA7957"
"SCP2148","PCA8780"
"SCP2157","PCA59"
"SCP2158","PCA27"
"SCP2160","PCA2636"
"SCP2160","PCA2448"
"SCP2160","PCA3681"
"SCP2161","PCA56"
"SCP2163","PCA16"
"SCP2164","PCA4419"
"SCP2164","PCA2809"
"SCP2164","PCA6935"
"SCP2165","PCA69"
"SCP2168","PCA51"
"SCP2169","PCA65"
"SCP2171","PCA8727"
"SCP2171","PCA6634"
"SCP2171","PCA1118"
"SCP2173","PCA56"
"SCP2175","PCA4914"
"SCP2175","PCA4680"
"SCP2175","PCA2129"
"SCP2176","PCA53"
"SCP2177","PCA22"
"SCP2180","PCA2"
"SCP2181","PCA50"
"SCP2187","PCA20"
"SCP2189","PCA4103"
"SCP2189","PCA8124"
"SCP2189","PCA1209"
"SCP2190","PCA32"
"SCP2191","PCA56"
"SCP2192","PCA18"
"SCP2193","PCA3521"
"SCP2193","PCA6222"
"SCP2193","PCA8641"
"SCP2195","PCA8045"
"SCP2195","PCA2470"
"SCP2195","PCA7478"
"SCP2198","PCA6"
"SCP2201","PCA36"
"SCP2204","PCA8612"
"SCP2204","PCA2813"
"SCP2204","PCA3291"
"SCP2205","PCA9380"
"SCP2205","PCA4554"
"SCP2205","PCA1239"
"SCP2207","PCA56"
"SCP2208","PCA16"
"SCP2212","PCA3318"
"SCP2212","PCA797"
"SCP2212","PCA2214"
"SCP2214","PCA3416"
"SCP2214","PCA4313"
"SCP2214","PCA1452"
"SCP2215","PCA55"
"SCP2216","PCA27"
"SCP2217","PCA1965"
"SCP2217","PCA7205"
"SCP2217","PCA4175"
"SCP2219","PCA2852"
"SCP2219","PCA1419"
"SCP2219","PCA2265"
"SCP2221","PCA8058"
"SCP2221","PCA9546"
"SCP2221","PCA6454"
"SCP2222","PCA39"
"SCP2228","PCA10"
"SCP2229","PCA38"
"SCP2245","PCA33"
"SCP2246","PCA40"
"SCP2249","PCA49"
"SCP2250","PCA1613"
"SCP2250","PCA1645"
"SCP2250","PCA4999"
"SCP2256","PCA21"
"SCP2257","PCA57"
"SCP2261","PCA70"
"SCP2264","PCA9370"
"SCP2264","PCA2575"
"SCP2264","PCA8576"
"SCP2267","PCA9102"
"SCP2267","PCA6963"
"SCP2267","PCA1056"
"SCP2275","PCA1016"
"SCP2275","PCA2231"
"SCP2275","PCA5703"
"SCP2279","PCA17"
"SCP2282","PCA1889"
"SCP2282","PCA8290"
"SCP2282","PCA1166"
"SCP2285","PCA15"
"SCP2292","PCA62"
"SCP2294","PCA17"
"SCP2298","PCA6276"
"SCP2298","PCA4261"
"SCP2298","PCA8304"
"SCP2299","PCA4830"
"SCP2299","PCA7542"
"SCP2299","PCA22"
"SCP2302","PCA4555"
"SCP2302","PCA2972"
"SCP2302","PCA209"
"SCP2303","PCA3402"
"SCP2303","PCA1188"
"SCP2303","PCA3219"
"SCP2304","PCA28"
"SCP2306","PCA61"
"SCP2307","PCA5737"
"SCP2307","PCA6013"
"SCP2307","PCA1878"
"SCP2308","PCA959"
"SCP2308","PCA3661"
"SCP2308","PCA6163"
"SCP2309","PCA26"
"SCP2313","PCA9759"
"SCP2313","PCA3867"
"SCP2313","PCA1524"
"SCP2322","PCA52"
"SCP2325","PCA4471"
"SCP2325","PCA4133"
"SCP2325","PCA3347"
"SCP2327","PCA36"
"SCP2328","PCA52"
"SCP2331","PCA11"
"SCP2332","PCA53"
"SCP2333","PCA10"
"SCP2334","PCA715"
"SCP2334","PCA263"
"SCP2334","PCA8130"
"SCP2337","PCA40"
"SCP2339","PCA211"
"SCP2339","PCA3641"
"SCP2339","PCA111"
"SCP2341","PCA66"
"SCP2348","PCA60"
"SCP2356","PCA9845"
"SCP2356","PCA606"
"SCP2356","PCA1412"
"SCP2357","PCA2307"
"SCP2357","PCA1491"
"SCP2357","PCA4297"
"SCP2362","PCA50"
"SCP2363","PCA10"
"SCP2364","PCA58"
"SCP2368","PCA2589"
"SCP2368","PCA1175"
"SCP2368","PCA4297"
"SCP2370","PCA3421"
"SCP2370","PCA9169"
"SCP2370","PCA361"
"SCP2372","PCA6388"
"SCP2372","PCA7841"
"SCP2372","PCA9895"
"SCP2378","PCA69"
"SCP2383","PCA13"
"SCP2385","PCA5382"
"SCP2385","PCA6296"
"SCP2385","PCA1412"
"SCP2388","PCA5193"
"SCP2388","PCA7757"
"SCP2388","PCA6062"
"SCP2392","PCA4707"
"SCP2392","PCA7116"
"SCP2392","PCA1312"
"SCP2393","PCA1430"
"SCP2393","PCA3189"
"SCP2393","PCA4366"
"SCP2394","PCA9695"
"SCP2394","PCA2129"
"SCP2394","PCA533"
"SCP2396","PCA19"
"SCP2397","PCA7279"
"SCP2397","PCA5494"
"SCP2397","PCA3420"
"SCP2401","PCA11"
"SCP2406","PCA2"
"SCP2411","PCA2498"
"SCP2411","PCA3638"
"SCP2411","PCA3388"
"SCP2417","PCA28"
"SCP2418","PCA1896"
"SCP2418","PCA9206"
"SCP2418","PCA6649"
"SCP2419","PCA30"
"SCP2421","PCA3221"
"SCP2421","PCA2468"
"SCP2421","PCA6636"
"SCP2423","PCA1598"
"SCP2423","PCA2104"
"SCP2423","PCA9004"
"SCP2429","PCA2756"
"SCP2429","PCA6912"
"SCP2429","PCA3181"
"SCP2430","PCA7201"
"SCP2430","PCA7371"
"SCP2430","PCA987"
"SCP2431","PCA64"
"SCP2432","PCA59"
"SCP2433","PCA17"
"SCP2436","PCA4144"
"SCP2436","PCA3189"
"SCP2436","PCA9999"
"SCP2445","PCA3"
"SCP2446","PCA7455"
"SCP2446","PCA6884"
"SCP2446","PCA1300"
"SCP2447","PCA65"
"SCP2448","PCA3820"
"SCP2448","PCA2872"
"SCP2448","PCA5038"
"SCP2453","PCA6784"
"SCP2453","PCA1971"
"SCP2453","PCA4568"
"SCP2454","PCA1999"
"SCP2454","PCA5979"
"SCP2454","PCA602"
"SCP2457","PCA2"
"SCP2458","PCA44"
"SCP2460","PCA8"
"SCP2461","PCA3683"
"SCP2461","PCA6216"
"SCP2461","PCA5350"
"SCP2463","PCA36"
"SCP2465","PCA8717"
"SCP2465","PCA7047"
"SCP2465","PCA2942"
"SCP2466","PCA70"
"SCP2468","PCA13"
"SCP2469","PCA21"
"SCP2476","PCA35"
"SCP2479","PCA6624"
"SCP2479","PCA2916"
"SCP2479","PCA5954"
"SCP2485","PCA22"
"SCP2496","PCA9569"
"SCP2496","PCA1381"
"SCP2496","PCA3037"
"SCP2497","PCA16"
"SCP2499","PCA1"
"SCP2501","PCA58"
"SCP2503","PCA60"
"SCP2504","PCA3386"
"SCP2504","PCA4320"
"SCP2504","PCA6874"
"SCP2505","PCA3"
"SCP2508","PCA8173"
"SCP2508","PCA1010"
"SCP2508","PCA9695"
"SCP2509","PCA8300"
"SCP2509","PCA7595"
"SCP2509","PCA8447"
"SCP2514","PCA34"
"SCP2515","PCA9927"
"SCP2515","PCA5818"
"SCP2515","PCA4760"
"SCP2516","PCA6700"
"SCP2516","PCA1145"
"SCP2516","PCA7925"
"SCP2517","PCA4715"
"SCP2517","PCA9798"
"SCP2517","PCA6171"
"SCP2519","PCA5424"
"SCP2519","PCA4799"
"SCP2519","PCA9057"
"SCP2522","PCA22"
"SCP2525","PCA8493"
"SCP2525","PCA2600"
"SCP2525","PCA4203"
"SCP2528","PCA59"
"SCP2529","PCA4246"
"SCP2529","PCA6074"
"SCP2529","PCA558"
"SCP2533","PCA7204"
"SCP2533","PCA8642"
"SCP2533","PCA8558"
"SCP2534","PCA3348"
"SCP2534","PCA1882"
"SCP2534","PCA3802"
"SCP2537","PCA58"
"SCP2545","PCA58"
"SCP2546","PCA31"
"SCP2549","PCA8374"
"SCP2549","PCA5024"
"SCP2549","PCA431"
"SCP2558","PCA29"
"SCP2566","PCA56"
"SCP2569","PCA62"
"SCP2575","PCA7308"
"SCP2575","PCA4775"
"SCP2575","PCA8888"
"SCP2576","PCA8584"
"SCP2576","PCA2993"
"SCP2576","PCA4322"
"SCP2578","PCA53"
"SCP2582","PCA2469"
"SCP2582","PCA2949"
"SCP2582","PCA6682"
"SCP2583","PCA5129"
"SCP2583","PCA1717"
"SCP2583","PCA4485"
"SCP2584","PCA1288"
"SCP2584","PCA4543"
"SCP2584","PCA1362"
"SCP2590","PCA33"
"SCP2591","PCA21"
"SCP2592","PCA24"
"SCP2599","PCA30"
"SCP2600","PCA5758"
"SCP2600","PCA4501"
"SCP2600","PCA4822"
"SCP2601","PCA8405"
"SCP2601","PCA6698"
"SCP2601","PCA837"
"SCP2604","PCA8002"
"SCP2604","PCA5322"
"SCP2604","PCA3638"
"SCP2610","PCA5070"
"SCP2610","PCA9168"
"SCP2610","PCA3386"
"SCP2611","PCA7367"
"SCP2611","PCA8889"
"SCP2611","PCA4447"
"SCP2612","PCA51"
"SCP2613","PCA63"
"SCP2614","PCA718"
"SCP2614","PCA6241"
"SCP2614","PCA3870"
"SCP2617","PCA28"
"SCP2618","PCA6408"
"SCP2618","PCA3480"
"SCP2618","PCA6194"
"SCP2623","PCA67"
"SCP2624","PCA27"
"SCP2625","PCA1680"
"SCP2625","PCA972"
"SCP2625","PCA9549"
"SCP2626","PCA70"
"SCP2627","PCA16"
"SCP2633","PCA4939"
"SCP2633","PCA4344"
"SCP2633","PCA3946"
"SCP2635","PCA7095"
"SCP2635","PCA791"
"SCP2635","PCA1653"
"SCP2640","PCA58"
"SCP2643","PCA2348"
"SCP2643","PCA2000"
"SCP2643","PCA7692"
"SCP2644","PCA31"
"SCP2645","PCA32"
"SCP2648","PCA9770"
"SCP2648","PCA8093"
"SCP2648","PCA4428"
"SCP2650","PCA41"
"SCP2655","PCA30"
"SCP2657","PCA9302"
"SCP2657","PCA285"
"SCP2657","PCA5575"
"SCP2658","PCA1401"
"SCP2658","PCA450"
"SCP2658","PCA2743"
