"COMPONENTID","CLASSNAME"
"CP1624","PCA5149"
"CP4677","PCA5149"
"CP8106","PCA5149"
"CP2915","PCA9479"
"CP4329","PCA9479"
"CP9977","PCA9479"
"CP2915","PCA8911"
"CP4329","PCA8911"
"CP9977","PCA8911"
"CP2915","PCA940"
"CP4329","PCA940"
"CP9977","PCA940"
"CP2527","PCA603"
"CP4829","PCA603"
"CP6990","PCA603"
"CP2527","PCA9073"
"CP4829","PCA9073"
"CP6990","PCA9073"
"CP2527","PCA7785"
"CP4829","PCA7785"
"CP6990","PCA7785"
"CP3974","PCA2"
"CP1773","PCA2"
"CP319","PCA2"
"CP1","PCA3642"
"CP1","PCA3998"
"CP1","PCA397"
"CP11","PCA50"
"CP3","PCA42"
"CP31","PCA6873"
"CP31","PCA2973"
"CP31","PCA2980"
"CP7418","PCA9214"
"CP7530","PCA9214"
"CP8571","PCA9214"
"CP7418","PCA4485"
"CP7530","PCA4485"
"CP8571","PCA4485"
"CP7418","PCA662"
"CP7530","PCA662"
"CP8571","PCA662"
"CP3147","PCA69"
"CP3085","PCA69"
"CP6382","PCA69"
"CP39","PCA8998"
"CP39","PCA6941"
"CP39","PCA6916"
"CP8160","PCA6"
"CP1856","PCA6"
"CP5530","PCA6"
"CP7612","PCA63"
"CP2308","PCA63"
"CP7346","PCA63"
"CP5518","PCA45"
"CP1183","PCA45"
"CP7013","PCA45"
"CP3029","PCA53"
"CP3805","PCA53"
"CP8114","PCA53"
"CP10","PCA45"
"CP59","PCA8495"
"CP59","PCA7855"
"CP59","PCA8740"
"CP6","PCA69"
"CP4","PCA27"
"CP38","PCA3227"
"CP8168","PCA3227"
"CP3007","PCA3227"
"CP38","PCA8508"
"CP8168","PCA8508"
"CP3007","PCA8508"
"CP38","PCA8120"
"CP8168","PCA8120"
"CP3007","PCA8120"
"CP69","PCA1453"
"CP69","PCA5040"
"CP69","PCA4416"
"CP39","PCA31"
"CP3161","PCA6"
"CP9462","PCA6"
"CP951","PCA6"
"CP1531","PCA23"
"CP1027","PCA23"
"CP444","PCA23"
"CP4141","PCA49"
"CP5814","PCA49"
"CP3522","PCA49"
"CP17","PCA8375"
"CP17","PCA9950"
"CP17","PCA1196"
"CP12","PCA55"
"CP43","PCA2705"
"CP43","PCA2269"
"CP43","PCA7540"
"CP50","PCA5140"
"CP50","PCA6769"
"CP50","PCA1279"
"CP9488","PCA7966"
"CP7933","PCA7966"
"CP5521","PCA7966"
"CP9488","PCA1019"
"CP7933","PCA1019"
"CP5521","PCA1019"
"CP9488","PCA8756"
"CP7933","PCA8756"
"CP5521","PCA8756"
"CP57","PCA73"
"CP57","PCA5964"
"CP57","PCA9535"
"CP3","PCA5273"
"CP3","PCA6567"
"CP3","PCA2783"
"CP7099","PCA803"
"CP5706","PCA803"
"CP1408","PCA803"
"CP7099","PCA8390"
"CP5706","PCA8390"
"CP1408","PCA8390"
"CP7099","PCA2445"
"CP5706","PCA2445"
"CP1408","PCA2445"
"CP7493","PCA8291"
"CP2173","PCA8291"
"CP8762","PCA8291"
"CP7493","PCA9362"
"CP2173","PCA9362"
"CP8762","PCA9362"
"CP7493","PCA7733"
"CP2173","PCA7733"
"CP8762","PCA7733"
"CP24","PCA18"
"CP527","PCA5654"
"CP6764","PCA5654"
"CP4228","PCA5654"
"CP527","PCA5159"
"CP6764","PCA5159"
"CP4228","PCA5159"
"CP527","PCA642"
"CP6764","PCA642"
"CP4228","PCA642"
"CP4229","PCA22"
"CP6122","PCA22"
"CP6124","PCA22"
"CP31","PCA5224"
"CP31","PCA5566"
"CP31","PCA9779"
"CP7006","PCA986"
"CP7294","PCA986"
"CP1849","PCA986"
"CP7006","PCA4813"
"CP7294","PCA4813"
"CP1849","PCA4813"
"CP7006","PCA9566"
"CP7294","PCA9566"
"CP1849","PCA9566"
"CP13","PCA61"
"CP13","PCA8281"
"CP13","PCA411"
"CP9981","PCA9085"
"CP4890","PCA9085"
"CP4763","PCA9085"
"CP9981","PCA9959"
"CP4890","PCA9959"
"CP4763","PCA9959"
"CP9981","PCA5359"
"CP4890","PCA5359"
"CP4763","PCA5359"
"CP41","PCA2141"
"CP41","PCA4239"
"CP41","PCA6081"
"CP5325","PCA67"
"CP977","PCA67"
"CP8608","PCA67"
"CP54","PCA3473"
"CP54","PCA5393"
"CP54","PCA2709"
"CP3996","PCA6377"
"CP6135","PCA6377"
"CP4816","PCA6377"
"CP3996","PCA468"
"CP6135","PCA468"
"CP4816","PCA468"
"CP3996","PCA9362"
"CP6135","PCA9362"
"CP4816","PCA9362"
"CP2322","PCA66"
"CP3626","PCA66"
"CP9446","PCA66"
"CP51","PCA31"
"CP3617","PCA40"
"CP3406","PCA40"
"CP2535","PCA40"
"CP4970","PCA18"
"CP1028","PCA18"
"CP7622","PCA18"
"CP2","PCA51"
"CP7356","PCA48"
"CP5078","PCA48"
"CP106","PCA48"
"CP4709","PCA9522"
"CP7013","PCA9522"
"CP872","PCA9522"
"CP4709","PCA2560"
"CP7013","PCA2560"
"CP872","PCA2560"
"CP4709","PCA7352"
"CP7013","PCA7352"
"CP872","PCA7352"
"CP55","PCA1185"
"CP55","PCA8191"
"CP55","PCA2743"
"CP27","PCA7998"
"CP27","PCA9237"
"CP27","PCA3128"
"CP49","PCA7565"
"CP49","PCA8229"
"CP49","PCA1885"
"CP4115","PCA5578"
"CP6844","PCA5578"
"CP8356","PCA5578"
"CP4115","PCA2815"
"CP6844","PCA2815"
"CP8356","PCA2815"
"CP4115","PCA6137"
"CP6844","PCA6137"
"CP8356","PCA6137"
"CP5","PCA9831"
"CP5","PCA7449"
"CP5","PCA2359"
"CP38","PCA6091"
"CP38","PCA5211"
"CP38","PCA4732"
"CP4212","PCA3"
"CP3024","PCA3"
"CP8229","PCA3"
"CP37","PCA3919"
"CP37","PCA6225"
"CP37","PCA5311"
"CP8309","PCA8456"
"CP1050","PCA8456"
"CP6234","PCA8456"
"CP8309","PCA3898"
"CP1050","PCA3898"
"CP6234","PCA3898"
"CP8309","PCA9118"
"CP1050","PCA9118"
"CP6234","PCA9118"
"CP39","PCA38"
"CP9333","PCA22"
"CP1236","PCA22"
"CP7799","PCA22"
"CP623","PCA2558"
"CP7572","PCA2558"
"CP1779","PCA2558"
"CP623","PCA5438"
"CP7572","PCA5438"
"CP1779","PCA5438"
"CP623","PCA5822"
"CP7572","PCA5822"
"CP1779","PCA5822"
"CP46","PCA22"
"CP2700","PCA9533"
"CP6654","PCA9533"
"CP8761","PCA9533"
"CP2700","PCA1021"
"CP6654","PCA1021"
"CP8761","PCA1021"
"CP2700","PCA2937"
"CP6654","PCA2937"
"CP8761","PCA2937"
"CP1758","PCA21"
"CP5396","PCA21"
"CP7838","PCA21"
"CP7624","PCA49"
"CP4148","PCA49"
"CP936","PCA49"
"CP52","PCA69"
"CP62","PCA8040"
"CP62","PCA669"
"CP62","PCA4042"
"CP26","PCA7327"
"CP26","PCA3003"
"CP26","PCA135"
"CP69","PCA8"
"CP7920","PCA8464"
"CP3114","PCA8464"
"CP7731","PCA8464"
"CP7920","PCA8126"
"CP3114","PCA8126"
"CP7731","PCA8126"
"CP7920","PCA7506"
"CP3114","PCA7506"
"CP7731","PCA7506"
"CP47","PCA6418"
"CP47","PCA5393"
"CP47","PCA2414"
"CP3","PCA25"
"CP8913","PCA8385"
"CP2371","PCA8385"
"CP4495","PCA8385"
"CP8913","PCA8250"
"CP2371","PCA8250"
"CP4495","PCA8250"
"CP8913","PCA643"
"CP2371","PCA643"
"CP4495","PCA643"
"CP5624","PCA8048"
"CP1770","PCA8048"
"CP3025","PCA8048"
"CP5624","PCA6477"
"CP1770","PCA6477"
"CP3025","PCA6477"
"CP5624","PCA2543"
"CP1770","PCA2543"
"CP3025","PCA2543"
"CP40","PCA62"
"CP4221","PCA9628"
"CP2847","PCA9628"
"CP6559","PCA9628"
"CP4221","PCA5402"
"CP2847","PCA5402"
"CP6559","PCA5402"
"CP4221","PCA6290"
"CP2847","PCA6290"
"CP6559","PCA6290"
"CP53","PCA1112"
"CP53","PCA4928"
"CP53","PCA5541"
"CP5371","PCA481"
"CP2493","PCA481"
"CP4739","PCA481"
"CP5371","PCA8273"
"CP2493","PCA8273"
"CP4739","PCA8273"
"CP5371","PCA7922"
"CP2493","PCA7922"
"CP4739","PCA7922"
"CP3592","PCA9150"
"CP5709","PCA9150"
"CP634","PCA9150"
"CP3592","PCA1712"
"CP5709","PCA1712"
"CP634","PCA1712"
"CP3592","PCA2339"
"CP5709","PCA2339"
"CP634","PCA2339"
"CP5168","PCA58"
"CP8968","PCA58"
"CP3372","PCA58"
"CP8852","PCA5461"
"CP7196","PCA5461"
"CP2164","PCA5461"
"CP8852","PCA2533"
"CP7196","PCA2533"
"CP2164","PCA2533"
"CP8852","PCA9707"
"CP7196","PCA9707"
"CP2164","PCA9707"
"CP50","PCA69"
"CP7874","PCA64"
"CP25","PCA64"
"CP704","PCA64"
"CP58","PCA6"
"CP46","PCA36"
"CP8475","PCA10"
"CP5051","PCA10"
"CP6164","PCA10"
"CP2923","PCA7"
"CP9652","PCA7"
"CP5480","PCA7"
"CP55","PCA19"
"CP24","PCA8589"
"CP24","PCA3217"
"CP24","PCA8897"
"CP7863","PCA67"
"CP7689","PCA67"
"CP7316","PCA67"
"CP59","PCA8241"
"CP59","PCA5332"
"CP59","PCA6214"
"CP2004","PCA8911"
"CP8088","PCA8911"
"CP3961","PCA8911"
"CP2004","PCA1243"
"CP8088","PCA1243"
"CP3961","PCA1243"
"CP2004","PCA3713"
"CP8088","PCA3713"
"CP3961","PCA3713"
"CP2090","PCA60"
"CP4546","PCA60"
"CP1793","PCA60"
"CP8461","PCA335"
"CP3249","PCA335"
"CP1178","PCA335"
"CP8461","PCA5708"
"CP3249","PCA5708"
"CP1178","PCA5708"
"CP8461","PCA1501"
"CP3249","PCA1501"
"CP1178","PCA1501"
"CP26","PCA9035"
"CP26","PCA1893"
"CP26","PCA5498"
"CP22","PCA3185"
"CP22","PCA8192"
"CP22","PCA5726"
"CP13","PCA24"
"CP39","PCA37"
"CP2694","PCA8386"
"CP6810","PCA8386"
"CP535","PCA8386"
"CP2694","PCA831"
"CP6810","PCA831"
"CP535","PCA831"
"CP2694","PCA6292"
"CP6810","PCA6292"
"CP535","PCA6292"
"CP2221","PCA7556"
"CP477","PCA7556"
"CP4242","PCA7556"
"CP2221","PCA7360"
"CP477","PCA7360"
"CP4242","PCA7360"
"CP2221","PCA8823"
"CP477","PCA8823"
"CP4242","PCA8823"
"CP753","PCA41"
"CP1624","PCA41"
"CP6408","PCA41"
"CP53","PCA7769"
"CP53","PCA9784"
"CP53","PCA3028"
"CP45","PCA4174"
"CP45","PCA4529"
"CP45","PCA5828"
"CP22","PCA25"
"CP3681","PCA28"
"CP9514","PCA28"
"CP210","PCA28"
"CP49","PCA39"
"CP9005","PCA7675"
"CP6661","PCA7675"
"CP7390","PCA7675"
"CP9005","PCA4302"
"CP6661","PCA4302"
"CP7390","PCA4302"
"CP9005","PCA1247"
"CP6661","PCA1247"
"CP7390","PCA1247"
"CP22","PCA4729"
"CP22","PCA2442"
"CP22","PCA2423"
"CP4","PCA2937"
"CP4","PCA3703"
"CP4","PCA5717"
"CP37","PCA9158"
"CP37","PCA7216"
"CP37","PCA4353"
"CP31","PCA27"
"CP6","PCA24"
"CP2681","PCA7255"
"CP7333","PCA7255"
"CP5064","PCA7255"
"CP2681","PCA4740"
"CP7333","PCA4740"
"CP5064","PCA4740"
"CP2681","PCA390"
"CP7333","PCA390"
"CP5064","PCA390"
"CP8943","PCA52"
"CP2491","PCA52"
"CP2470","PCA52"
"CP510","PCA5825"
"CP7762","PCA5825"
"CP6675","PCA5825"
"CP510","PCA1494"
"CP7762","PCA1494"
"CP6675","PCA1494"
"CP510","PCA4581"
"CP7762","PCA4581"
"CP6675","PCA4581"
"CP127","PCA10"
"CP4529","PCA10"
"CP8741","PCA10"
"CP24","PCA70"
"CP1426","PCA17"
"CP9684","PCA17"
"CP8700","PCA17"
"CP3954","PCA925"
"CP8488","PCA925"
"CP808","PCA925"
"CP3954","PCA9639"
"CP8488","PCA9639"
"CP808","PCA9639"
"CP3954","PCA1386"
"CP8488","PCA1386"
"CP808","PCA1386"
"CP34","PCA37"
"CP34","PCA1203"
"CP34","PCA2738"
"CP1978","PCA11"
"CP6304","PCA11"
"CP1159","PCA11"
"CP8302","PCA9525"
"CP9357","PCA9525"
"CP2726","PCA9525"
"CP8302","PCA7511"
"CP9357","PCA7511"
"CP2726","PCA7511"
"CP8302","PCA8206"
"CP9357","PCA8206"
"CP2726","PCA8206"
"CP6956","PCA39"
"CP2319","PCA39"
"CP3991","PCA39"
"CP44","PCA59"
"CP29","PCA17"
"CP1716","PCA54"
"CP9254","PCA54"
"CP1698","PCA54"
"CP40","PCA59"
"CP884","PCA41"
"CP1685","PCA41"
"CP7991","PCA41"
"CP4755","PCA47"
"CP1502","PCA47"
"CP244","PCA47"
"CP6395","PCA3"
"CP9304","PCA3"
"CP807","PCA3"
"CP1306","PCA7811"
"CP4116","PCA7811"
"CP143","PCA7811"
"CP1306","PCA7084"
"CP4116","PCA7084"
"CP143","PCA7084"
"CP1306","PCA7578"
"CP4116","PCA7578"
"CP143","PCA7578"
"CP7482","PCA5839"
"CP5452","PCA5839"
"CP2094","PCA5839"
"CP7482","PCA1573"
"CP5452","PCA1573"
"CP2094","PCA1573"
"CP7482","PCA1319"
"CP5452","PCA1319"
"CP2094","PCA1319"
"CP58","PCA4008"
"CP58","PCA1114"
"CP58","PCA7921"
"CP135","PCA472"
"CP8849","PCA472"
"CP8804","PCA472"
"CP135","PCA5545"
"CP8849","PCA5545"
"CP8804","PCA5545"
"CP135","PCA6386"
"CP8849","PCA6386"
"CP8804","PCA6386"
"CP6435","PCA1103"
"CP3149","PCA1103"
"CP809","PCA1103"
"CP6435","PCA8120"
"CP3149","PCA8120"
"CP809","PCA8120"
"CP6435","PCA1462"
"CP3149","PCA1462"
"CP809","PCA1462"
"CP5731","PCA1079"
"CP1434","PCA1079"
"CP876","PCA1079"
"CP5731","PCA259"
"CP1434","PCA259"
"CP876","PCA259"
"CP5731","PCA8072"
"CP1434","PCA8072"
"CP876","PCA8072"
"CP49","PCA7839"
"CP49","PCA7878"
"CP49","PCA6737"
"CP44","PCA60"
"CP13","PCA25"
"CP6286","PCA822"
"CP3639","PCA822"
"CP5101","PCA822"
"CP6286","PCA2921"
"CP3639","PCA2921"
"CP5101","PCA2921"
"CP6286","PCA5427"
"CP3639","PCA5427"
"CP5101","PCA5427"
"CP15","PCA5595"
"CP15","PCA297"
"CP15","PCA8985"
"CP6","PCA69"
"CP9375","PCA44"
"CP9671","PCA44"
"CP3848","PCA44"
"CP29","PCA4"
"CP52","PCA49"
"CP68","PCA16"
"CP4124","PCA9263"
"CP9322","PCA9263"
"CP734","PCA9263"
"CP4124","PCA7286"
"CP9322","PCA7286"
"CP734","PCA7286"
"CP4124","PCA5381"
"CP9322","PCA5381"
"CP734","PCA5381"
"CP5150","PCA8820"
"CP743","PCA8820"
"CP7272","PCA8820"
"CP5150","PCA2103"
"CP743","PCA2103"
"CP7272","PCA2103"
"CP5150","PCA6069"
"CP743","PCA6069"
"CP7272","PCA6069"
"CP33","PCA3447"
"CP33","PCA6177"
"CP33","PCA9771"
"CP65","PCA27"
"CP868","PCA2119"
"CP1823","PCA2119"
"CP7866","PCA2119"
"CP868","PCA9690"
"CP1823","PCA9690"
"CP7866","PCA9690"
"CP868","PCA440"
"CP1823","PCA440"
"CP7866","PCA440"
"CP845","PCA1292"
"CP2480","PCA1292"
"CP83","PCA1292"
"CP845","PCA4772"
"CP2480","PCA4772"
"CP83","PCA4772"
"CP845","PCA9733"
"CP2480","PCA9733"
"CP83","PCA9733"
"CP26","PCA9129"
"CP26","PCA1519"
"CP26","PCA9213"
"CP5948","PCA58"
"CP4010","PCA58"
"CP4769","PCA58"
"CP5","PCA8534"
"CP5","PCA8101"
"CP5","PCA2752"
"CP8328","PCA53"
"CP7064","PCA53"
"CP161","PCA53"
"CP1397","PCA55"
"CP3189","PCA55"
"CP640","PCA55"
"CP7651","PCA9190"
"CP6788","PCA9190"
"CP9099","PCA9190"
"CP7651","PCA4717"
"CP6788","PCA4717"
"CP9099","PCA4717"
"CP7651","PCA7475"
"CP6788","PCA7475"
"CP9099","PCA7475"
"CP40","PCA2"
"CP8580","PCA30"
"CP6225","PCA30"
"CP5556","PCA30"
"CP9110","PCA16"
"CP7539","PCA16"
"CP8191","PCA16"
"CP2541","PCA52"
"CP5710","PCA52"
"CP9249","PCA52"
"CP51","PCA41"
"CP3733","PCA6423"
"CP648","PCA6423"
"CP7663","PCA6423"
"CP3733","PCA6476"
"CP648","PCA6476"
"CP7663","PCA6476"
"CP3733","PCA2323"
"CP648","PCA2323"
"CP7663","PCA2323"
"CP48","PCA2"
"CP14","PCA4632"
"CP14","PCA9357"
"CP14","PCA4493"
"CP2553","PCA69"
"CP7684","PCA69"
"CP9820","PCA69"
"CP65","PCA2495"
"CP65","PCA3052"
"CP65","PCA4243"
"CP17","PCA2417"
"CP17","PCA812"
"CP17","PCA9502"
"CP45","PCA1983"
"CP45","PCA3502"
"CP45","PCA3433"
"CP37","PCA5103"
"CP37","PCA7956"
"CP37","PCA5176"
"CP527","PCA2066"
"CP7594","PCA2066"
"CP1742","PCA2066"
"CP527","PCA7889"
"CP7594","PCA7889"
"CP1742","PCA7889"
"CP527","PCA3544"
"CP7594","PCA3544"
"CP1742","PCA3544"
"CP7531","PCA44"
"CP7696","PCA44"
"CP8802","PCA44"
"CP34","PCA2"
"CP8274","PCA8236"
"CP9856","PCA8236"
"CP197","PCA8236"
"CP8274","PCA5697"
"CP9856","PCA5697"
"CP197","PCA5697"
"CP8274","PCA5574"
"CP9856","PCA5574"
"CP197","PCA5574"
"CP10","PCA63"
"CP52","PCA35"
"CP6616","PCA3487"
"CP4950","PCA3487"
"CP7724","PCA3487"
"CP6616","PCA6717"
"CP4950","PCA6717"
"CP7724","PCA6717"
"CP6616","PCA1868"
"CP4950","PCA1868"
"CP7724","PCA1868"
"CP63","PCA6503"
"CP63","PCA5965"
"CP63","PCA7058"
"CP4366","PCA944"
"CP4511","PCA944"
"CP6876","PCA944"
"CP4366","PCA8342"
"CP4511","PCA8342"
"CP6876","PCA8342"
"CP4366","PCA3491"
"CP4511","PCA3491"
"CP6876","PCA3491"
"CP51","PCA10"
"CP14","PCA9039"
"CP14","PCA3401"
"CP14","PCA3891"
"CP713","PCA9"
"CP7911","PCA9"
"CP3641","PCA9"
"CP12","PCA31"
"CP7861","PCA3848"
"CP6121","PCA3848"
"CP678","PCA3848"
"CP7861","PCA2493"
"CP6121","PCA2493"
"CP678","PCA2493"
"CP7861","PCA610"
"CP6121","PCA610"
"CP678","PCA610"
"CP22","PCA44"
"CP6434","PCA70"
"CP5077","PCA70"
"CP6135","PCA70"
"CP2421","PCA1428"
"CP6869","PCA1428"
"CP4148","PCA1428"
"CP2421","PCA1194"
"CP6869","PCA1194"
"CP4148","PCA1194"
"CP2421","PCA854"
"CP6869","PCA854"
"CP4148","PCA854"
"CP23","PCA949"
"CP23","PCA7105"
"CP23","PCA554"
"CP6087","PCA4293"
"CP8328","PCA4293"
"CP2119","PCA4293"
"CP6087","PCA1900"
"CP8328","PCA1900"
"CP2119","PCA1900"
"CP6087","PCA4787"
"CP8328","PCA4787"
"CP2119","PCA4787"
"CP70","PCA18"
"CP7","PCA375"
"CP7","PCA9569"
"CP7","PCA3410"
"CP23","PCA39"
"CP7502","PCA41"
"CP6979","PCA41"
"CP1096","PCA41"
"CP7502","PCA3814"
"CP6979","PCA3814"
"CP1096","PCA3814"
"CP7502","PCA1989"
"CP6979","PCA1989"
"CP1096","PCA1989"
"CP43","PCA9"
"CP35","PCA9946"
"CP35","PCA5335"
"CP35","PCA3724"
"CP9913","PCA8061"
"CP7508","PCA8061"
"CP2151","PCA8061"
"CP9913","PCA8228"
"CP7508","PCA8228"
"CP2151","PCA8228"
"CP9913","PCA7454"
"CP7508","PCA7454"
"CP2151","PCA7454"
"CP6469","PCA61"
"CP1726","PCA61"
"CP6434","PCA61"
"CP2249","PCA8421"
"CP8146","PCA8421"
"CP7024","PCA8421"
"CP2249","PCA980"
"CP8146","PCA980"
"CP7024","PCA980"
"CP2249","PCA2498"
"CP8146","PCA2498"
"CP7024","PCA2498"
"CP8747","PCA3723"
"CP969","PCA3723"
"CP9194","PCA3723"
"CP8747","PCA5871"
"CP969","PCA5871"
"CP9194","PCA5871"
"CP8747","PCA4370"
"CP969","PCA4370"
"CP9194","PCA4370"
"CP56","PCA67"
"CP9716","PCA45"
"CP6212","PCA45"
"CP6998","PCA45"
"CP1491","PCA45"
"CP8489","PCA45"
"CP5113","PCA45"
"CP739","PCA27"
"CP1423","PCA27"
"CP2555","PCA27"
"CP64","PCA48"
"CP5818","PCA57"
"CP4703","PCA57"
"CP8339","PCA57"
"CP1","PCA30"
"CP8043","PCA374"
"CP5025","PCA374"
"CP8397","PCA374"
"CP8043","PCA4628"
"CP5025","PCA4628"
"CP8397","PCA4628"
"CP8043","PCA600"
"CP5025","PCA600"
"CP8397","PCA600"
"CP7228","PCA27"
"CP6020","PCA27"
"CP8693","PCA27"
"CP23","PCA13"
"CP65","PCA4899"
"CP65","PCA2576"
"CP65","PCA3867"
"CP9","PCA67"
"CP34","PCA4542"
"CP34","PCA3910"
"CP34","PCA3175"
"CP2863","PCA1708"
"CP4475","PCA1708"
"CP3132","PCA1708"
"CP2863","PCA9129"
"CP4475","PCA9129"
"CP3132","PCA9129"
"CP2863","PCA3215"
"CP4475","PCA3215"
"CP3132","PCA3215"
"CP1412","PCA8354"
"CP2862","PCA8354"
"CP4199","PCA8354"
"CP1412","PCA4856"
"CP2862","PCA4856"
"CP4199","PCA4856"
"CP1412","PCA358"
"CP2862","PCA358"
"CP4199","PCA358"
"CP870","PCA9047"
"CP6197","PCA9047"
"CP7061","PCA9047"
"CP870","PCA7511"
"CP6197","PCA7511"
"CP7061","PCA7511"
"CP870","PCA6807"
"CP6197","PCA6807"
"CP7061","PCA6807"
"CP9889","PCA50"
"CP9788","PCA50"
"CP1481","PCA50"
"CP1974","PCA63"
"CP8877","PCA63"
"CP7922","PCA63"
"CP4069","PCA6413"
"CP2996","PCA6413"
"CP3543","PCA6413"
"CP4069","PCA742"
"CP2996","PCA742"
"CP3543","PCA742"
"CP4069","PCA7569"
"CP2996","PCA7569"
"CP3543","PCA7569"
"CP2885","PCA39"
"CP8341","PCA39"
"CP3422","PCA39"
"CP65","PCA674"
"CP65","PCA1094"
"CP65","PCA4980"
"CP5806","PCA7777"
"CP6908","PCA7777"
"CP1244","PCA7777"
"CP5806","PCA9919"
"CP6908","PCA9919"
"CP1244","PCA9919"
"CP5806","PCA8356"
"CP6908","PCA8356"
"CP1244","PCA8356"
"CP6501","PCA59"
"CP5531","PCA59"
"CP9082","PCA59"
"CP171","PCA2"
"CP6666","PCA2"
"CP4500","PCA2"
"CP11","PCA5497"
"CP11","PCA6353"
"CP11","PCA6851"
"CP8008","PCA55"
"CP1213","PCA55"
"CP1057","PCA55"
"CP37","PCA4693"
"CP37","PCA2989"
"CP37","PCA295"
"CP6327","PCA46"
"CP5460","PCA46"
"CP3716","PCA46"
"CP1919","PCA35"
"CP9511","PCA35"
"CP4127","PCA35"
"CP7903","PCA44"
"CP6258","PCA44"
"CP1975","PCA44"
"CP7648","PCA24"
"CP8912","PCA24"
"CP2913","PCA24"
"CP6326","PCA1032"
"CP593","PCA1032"
"CP8461","PCA1032"
"CP6326","PCA3396"
"CP593","PCA3396"
"CP8461","PCA3396"
"CP6326","PCA7889"
"CP593","PCA7889"
"CP8461","PCA7889"
"CP9638","PCA34"
"CP8923","PCA34"
"CP4563","PCA34"
"CP996","PCA58"
"CP6790","PCA58"
"CP5931","PCA58"
"CP26","PCA2874"
"CP26","PCA742"
"CP26","PCA405"
"CP49","PCA41"
"CP7631","PCA1127"
"CP8449","PCA1127"
"CP185","PCA1127"
"CP7631","PCA9102"
"CP8449","PCA9102"
"CP185","PCA9102"
"CP7631","PCA8658"
"CP8449","PCA8658"
"CP185","PCA8658"
"CP4024","PCA23"
"CP174","PCA23"
"CP7410","PCA23"
"CP39","PCA45"
"CP8982","PCA436"
"CP5725","PCA436"
"CP9900","PCA436"
"CP8982","PCA8084"
"CP5725","PCA8084"
"CP9900","PCA8084"
"CP8982","PCA7496"
"CP5725","PCA7496"
"CP9900","PCA7496"
"CP1081","PCA6"
"CP1350","PCA6"
"CP6517","PCA6"
"CP58","PCA8279"
"CP58","PCA9359"
"CP58","PCA7916"
"CP9653","PCA5624"
"CP5637","PCA5624"
"CP3946","PCA5624"
"CP9653","PCA3736"
"CP5637","PCA3736"
"CP3946","PCA3736"
"CP9653","PCA1775"
"CP5637","PCA1775"
"CP3946","PCA1775"
"CP28","PCA55"
"CP4999","PCA31"
"CP5483","PCA31"
"CP6251","PCA31"
"CP50","PCA6"
"CP68","PCA59"
"CP44","PCA4"
"CP9280","PCA6452"
"CP2002","PCA6452"
"CP3803","PCA6452"
"CP9280","PCA9901"
"CP2002","PCA9901"
"CP3803","PCA9901"
"CP9280","PCA5177"
"CP2002","PCA5177"
"CP3803","PCA5177"
"CP5069","PCA6"
"CP1481","PCA6"
"CP5032","PCA6"
"CP20","PCA60"
"CP8","PCA42"
"CP43","PCA1"
"CP35","PCA53"
"CP3126","PCA25"
"CP8362","PCA25"
"CP2184","PCA25"
"CP35","PCA54"
"CP15","PCA1076"
"CP15","PCA5578"
"CP15","PCA392"
"CP17","PCA3157"
"CP17","PCA333"
"CP17","PCA2998"
"CP4747","PCA388"
"CP2355","PCA388"
"CP4528","PCA388"
"CP4747","PCA5264"
"CP2355","PCA5264"
"CP4528","PCA5264"
"CP4747","PCA1588"
"CP2355","PCA1588"
"CP4528","PCA1588"
"CP56","PCA55"
"CP9995","PCA9264"
"CP4765","PCA9264"
"CP6917","PCA9264"
"CP9995","PCA9896"
"CP4765","PCA9896"
"CP6917","PCA9896"
"CP9995","PCA9315"
"CP4765","PCA9315"
"CP6917","PCA9315"
"CP61","PCA9099"
"CP61","PCA3521"
"CP61","PCA3585"
"CP1307","PCA29"
"CP3700","PCA29"
"CP7369","PCA29"
"CP67","PCA1"
"CP272","PCA19"
"CP4167","PCA19"
"CP4547","PCA19"
"CP70","PCA24"
"CP46","PCA8300"
"CP46","PCA9232"
"CP46","PCA681"
"CP8983","PCA4723"
"CP5969","PCA4723"
"CP3307","PCA4723"
"CP8983","PCA9154"
"CP5969","PCA9154"
"CP3307","PCA9154"
"CP8983","PCA853"
"CP5969","PCA853"
"CP3307","PCA853"
"CP5670","PCA1535"
"CP3598","PCA1535"
"CP9191","PCA1535"
"CP5670","PCA7816"
"CP3598","PCA7816"
"CP9191","PCA7816"
"CP5670","PCA2412"
"CP3598","PCA2412"
"CP9191","PCA2412"
"CP7532","PCA46"
"CP508","PCA46"
"CP8082","PCA46"
"CP38","PCA27"
"CP35","PCA68"
"CP6292","PCA4412"
"CP5047","PCA4412"
"CP5346","PCA4412"
"CP6292","PCA5235"
"CP5047","PCA5235"
"CP5346","PCA5235"
"CP6292","PCA4420"
"CP5047","PCA4420"
"CP5346","PCA4420"
"CP38","PCA2922"
"CP38","PCA9744"
"CP38","PCA7476"
"CP8244","PCA1283"
"CP2085","PCA1283"
"CP23","PCA1283"
"CP8244","PCA4492"
"CP2085","PCA4492"
"CP23","PCA4492"
"CP8244","PCA6300"
"CP2085","PCA6300"
"CP23","PCA6300"
"CP5108","PCA58"
"CP283","PCA58"
"CP8025","PCA58"
"CP18","PCA8"
"CP31","PCA1829"
"CP31","PCA4131"
"CP31","PCA4577"
"CP24","PCA7"
