"GOALID","EXCEPTIONCASEID"
"G62","EC8399"
"G62","EC5753"
"G1","EC53"
"G69","EC53"
"G18","EC53"
"G57","EC5867"
"G57","EC6601"
"G57","EC2352"
"G2","EC5867"
"G2","EC6601"
"G2","EC2352"
"G41","EC5867"
"G41","EC6601"
"G41","EC2352"
"G41","EC2371"
"G41","EC5769"
"G41","EC1467"
"G29","EC2371"
"G29","EC5769"
"G29","EC1467"
"G58","EC2371"
"G58","EC5769"
"G58","EC1467"
"G59","EC160"
"G59","EC8923"
"G59","EC3484"
"G3","EC160"
"G3","EC8923"
"G3","EC3484"
"G28","EC160"
"G28","EC8923"
"G28","EC3484"
"G25","EC1297"
"G25","EC9675"
"G25","EC8199"
"G55","EC6592"
"G55","EC9326"
"G55","EC8365"
"G62","EC8813"
"G62","EC4360"
"G62","EC8051"
"G27","EC5205"
"G27","EC823"
"G27","EC8420"
"G70","EC30"
"G70","EC281"
"G70","EC5297"
"G70","EC5359"
"G2","EC13"
"G58","EC13"
"G68","EC13"
"G10","EC26"
"G39","EC26"
"G4","EC26"
"G37","EC3392"
"G37","EC9803"
"G37","EC6116"
"G31","EC3392"
"G31","EC9803"
"G31","EC6116"
"G50","EC3392"
"G50","EC9803"
"G50","EC6116"
"G26","EC22"
"G2","EC22"
"G11","EC22"
"G65","EC119"
"G65","EC9136"
"G65","EC1875"
"G65","EC4469"
"G65","EC2191"
"G65","EC8888"
"G65","EC8239"
"G65","EC1763"
"G65","EC4115"
"G19","EC4211"
"G19","EC9983"
"G19","EC9412"
"G28","EC2239"
"G28","EC1795"
"G28","EC7462"
"G49","EC2239"
"G49","EC1795"
"G49","EC7462"
"G4","EC2239"
"G4","EC1795"
"G4","EC7462"
"G67","EC4"
"G60","EC4"
"G33","EC4"
"G61","EC2300"
"G61","EC2895"
"G61","EC1658"
"G61","EC2010"
"G61","EC1398"
"G61","EC6904"
"G31","EC2300"
"G31","EC2895"
"G31","EC1658"
"G31","EC2010"
"G31","EC1398"
"G31","EC6904"
"G38","EC2300"
"G38","EC2895"
"G38","EC1658"
"G38","EC2010"
"G38","EC1398"
"G38","EC6904"
"G6","EC910"
"G6","EC1015"
"G6","EC5579"
"G12","EC2442"
"G12","EC1531"
"G12","EC6585"
"G15","EC26"
"G21","EC26"
"G33","EC26"
"G66","EC25"
"G22","EC25"
"G20","EC25"
"G54","EC5793"
"G54","EC4821"
"G54","EC9472"
"G19","EC5081"
"G19","EC2863"
"G19","EC6622"
"G68","EC5081"
"G68","EC2863"
"G68","EC6622"
"G59","EC5081"
"G59","EC2863"
"G59","EC6622"
"G29","EC1119"
"G29","EC7564"
"G29","EC2308"
"G51","EC1119"
"G51","EC7564"
"G51","EC2308"
"G53","EC1119"
"G53","EC7564"
"G53","EC2308"
"G55","EC3869"
"G55","EC1119"
"G55","EC6539"
"G55","EC53"
"G9","EC3869"
"G9","EC1119"
"G9","EC6539"
"G9","EC53"
"G47","EC3869"
"G47","EC1119"
"G47","EC6539"
"G47","EC53"
"G68","EC56"
"G68","EC1053"
"G68","EC7325"
"G68","EC3299"
"G67","EC64"
"G40","EC15"
"G60","EC15"
"G17","EC15"
"G40","EC5389"
"G40","EC7778"
"G40","EC799"
"G62","EC44"
"G62","EC1166"
"G62","EC4960"
"G62","EC871"
"G52","EC9963"
"G52","EC1218"
"G52","EC1519"
"G52","EC29"
"G66","EC5579"
"G66","EC9469"
"G66","EC6990"
"G66","EC9617"
"G66","EC5025"
"G66","EC4676"
"G51","EC3260"
"G51","EC9577"
"G51","EC3706"
"G51","EC3"
"G51","EC1114"
"G51","EC5120"
"G51","EC5054"
"G70","EC3260"
"G70","EC9577"
"G70","EC3706"
"G70","EC3"
"G70","EC1114"
"G70","EC5120"
"G70","EC5054"
"G33","EC3260"
"G33","EC9577"
"G33","EC3706"
"G33","EC3"
"G33","EC1114"
"G33","EC5120"
"G33","EC5054"
"G53","EC67"
"G52","EC35"
"G6","EC35"
"G19","EC35"
"G15","EC64"
"G15","EC53"
"G38","EC64"
"G38","EC53"
"G63","EC64"
"G63","EC53"
"G42","EC7621"
"G42","EC156"
"G42","EC8286"
"G2","EC6592"
"G2","EC9326"
"G2","EC8365"
"G22","EC2"
"G65","EC2"
"G45","EC2"
"G31","EC6874"
"G31","EC664"
"G31","EC5058"
"G55","EC43"
"G30","EC6"
"G36","EC54"
"G36","EC3669"
"G36","EC9866"
"G36","EC4915"
"G36","EC43"
"G63","EC54"
"G63","EC3669"
"G63","EC9866"
"G63","EC4915"
"G63","EC43"
"G9","EC54"
"G9","EC3669"
"G9","EC9866"
"G9","EC4915"
"G9","EC43"
"G13","EC6467"
"G13","EC6147"
"G13","EC1626"
"G13","EC13"
"G11","EC6467"
"G11","EC6147"
"G11","EC1626"
"G11","EC13"
"G20","EC6467"
"G20","EC6147"
"G20","EC1626"
"G20","EC13"
"G58","EC3527"
"G58","EC398"
"G58","EC3919"
"G20","EC3527"
"G20","EC398"
"G20","EC3919"
"G33","EC3527"
"G33","EC398"
"G33","EC3919"
"G52","EC63"
"G18","EC63"
"G25","EC63"
"G45","EC5063"
"G45","EC7406"
"G45","EC8353"
"G63","EC3273"
"G63","EC5764"
"G63","EC8519"
"G18","EC66"
"G65","EC66"
"G54","EC66"
"G16","EC6021"
"G16","EC1590"
"G16","EC3775"
"G14","EC2056"
"G14","EC7192"
"G14","EC8941"
"G10","EC2056"
"G10","EC7192"
"G10","EC8941"
"G15","EC2056"
"G15","EC7192"
"G15","EC8941"
"G6","EC9558"
"G6","EC6114"
"G6","EC9957"
"G21","EC64"
"G8","EC64"
"G54","EC64"
"G41","EC57"
"G41","EC2"
"G21","EC57"
"G21","EC2"
"G3","EC57"
"G3","EC2"
"G69","EC9070"
"G69","EC9637"
"G69","EC87"
"G27","EC44"
"G62","EC1390"
"G62","EC7473"
"G62","EC73"
"G27","EC10"
"G51","EC10"
"G40","EC10"
"G51","EC1634"
"G51","EC1794"
"G51","EC4066"
"G15","EC1634"
"G15","EC1794"
"G15","EC4066"
"G53","EC1634"
"G53","EC1794"
"G53","EC4066"
"G23","EC8913"
"G23","EC3332"
"G23","EC3826"
"G26","EC8913"
"G26","EC3332"
"G26","EC3826"
"G56","EC8913"
"G56","EC3332"
"G56","EC3826"
"G67","EC7568"
"G67","EC1826"
"G67","EC1304"
"G47","EC12"
"G52","EC12"
"G10","EC12"
"G20","EC3803"
"G20","EC9290"
"G20","EC2161"
"G68","EC3803"
"G68","EC9290"
"G68","EC2161"
"G10","EC3803"
"G10","EC9290"
"G10","EC2161"
"G57","EC51"
"G57","EC37"
"G57","EC2913"
"G57","EC262"
"G57","EC204"
"G33","EC35"
"G63","EC2700"
"G63","EC585"
"G63","EC9772"
"G63","EC6"
"G18","EC2700"
"G18","EC585"
"G18","EC9772"
"G18","EC6"
"G49","EC2700"
"G49","EC585"
"G49","EC9772"
"G49","EC6"
"G23","EC69"
"G1","EC69"
"G11","EC69"
"G67","EC9419"
"G67","EC3742"
"G67","EC2116"
"G1","EC2470"
"G1","EC8802"
"G1","EC3830"
"G62","EC2758"
"G62","EC2347"
"G62","EC2870"
"G39","EC30"
"G39","EC61"
"G39","EC38"
"G39","EC9827"
"G39","EC6294"
"G39","EC8999"
"G55","EC3826"
"G55","EC8162"
"G55","EC136"
"G55","EC2679"
"G55","EC2288"
"G55","EC5412"
"G3","EC666"
"G3","EC4664"
"G3","EC6602"
"G38","EC666"
"G38","EC4664"
"G38","EC6602"
"G33","EC666"
"G33","EC4664"
"G33","EC6602"
"G32","EC17"
"G41","EC9097"
"G41","EC1971"
"G41","EC4484"
"G41","EC5862"
"G41","EC253"
"G41","EC284"
"G1","EC47"
"G20","EC47"
"G34","EC47"
"G38","EC5856"
"G38","EC5408"
"G38","EC5289"
"G38","EC1390"
"G38","EC7473"
"G38","EC73"
"G17","EC33"
"G17","EC56"
"G9","EC33"
"G9","EC56"
"G57","EC33"
"G57","EC56"
"G12","EC5009"
"G12","EC5703"
"G12","EC5235"
"G25","EC5009"
"G25","EC5703"
"G25","EC5235"
"G3","EC5009"
"G3","EC5703"
"G3","EC5235"
"G63","EC4609"
"G63","EC8975"
"G63","EC1062"
"G63","EC4747"
"G63","EC9689"
"G63","EC162"
"G53","EC20"
"G14","EC6198"
"G14","EC7534"
"G14","EC3956"
"G14","EC9293"
"G14","EC7209"
"G14","EC4168"
"G56","EC6198"
"G56","EC7534"
"G56","EC3956"
"G56","EC9293"
"G56","EC7209"
"G56","EC4168"
"G63","EC6198"
"G63","EC7534"
"G63","EC3956"
"G63","EC9293"
"G63","EC7209"
"G63","EC4168"
"G15","EC2940"
"G15","EC6935"
"G15","EC7569"
"G59","EC2940"
"G59","EC6935"
"G59","EC7569"
"G62","EC2940"
"G62","EC6935"
"G62","EC7569"
"G10","EC9734"
"G10","EC6864"
"G10","EC5094"
"G44","EC9734"
"G44","EC6864"
"G44","EC5094"
"G68","EC9734"
"G68","EC6864"
"G68","EC5094"
"G50","EC9122"
"G50","EC2643"
"G50","EC225"
"G50","EC29"
"G27","EC9122"
"G27","EC2643"
"G27","EC225"
"G27","EC29"
"G29","EC9122"
"G29","EC2643"
"G29","EC225"
"G29","EC29"
"G16","EC20"
"G16","EC34"
"G16","EC5"
"G26","EC20"
"G26","EC34"
"G26","EC5"
"G52","EC20"
"G52","EC34"
"G52","EC5"
"G49","EC1131"
"G49","EC5086"
"G49","EC200"
"G65","EC1131"
"G65","EC5086"
"G65","EC200"
"G26","EC1131"
"G26","EC5086"
"G26","EC200"
"G33","EC58"
"G33","EC8645"
"G33","EC1454"
"G33","EC6865"
"G33","EC7236"
"G33","EC1500"
"G33","EC3219"
"G69","EC7236"
"G69","EC1500"
"G69","EC3219"
"G4","EC7236"
"G4","EC1500"
"G4","EC3219"
"G50","EC5453"
"G50","EC2180"
"G50","EC8684"
"G49","EC2085"
"G49","EC7881"
"G49","EC615"
"G31","EC19"
"G29","EC7274"
"G29","EC957"
"G29","EC6138"
"G65","EC2335"
"G65","EC6848"
"G65","EC6338"
"G26","EC2335"
"G26","EC6848"
"G26","EC6338"
"G10","EC2335"
"G10","EC6848"
"G10","EC6338"
"G54","EC7"
"G41","EC7"
"G19","EC7"
"G25","EC45"
"G35","EC45"
"G53","EC45"
"G9","EC5285"
"G9","EC8017"
"G9","EC4880"
"G24","EC5285"
"G24","EC8017"
"G24","EC4880"
"G35","EC5285"
"G35","EC8017"
"G35","EC4880"
"G25","EC352"
"G25","EC9594"
"G25","EC8587"
"G28","EC31"
"G42","EC31"
"G9","EC31"
"G39","EC2626"
"G39","EC7252"
"G39","EC3856"
"G39","EC13"
"G65","EC53"
"G19","EC53"
"G12","EC53"
"G1","EC9915"
"G1","EC4031"
"G1","EC6437"
"G1","EC641"
"G1","EC1060"
"G1","EC6073"
"G26","EC40"
"G13","EC5477"
"G13","EC4653"
"G13","EC1129"
"G31","EC5477"
"G31","EC4653"
"G31","EC1129"
"G35","EC5477"
"G35","EC4653"
"G35","EC1129"
"G36","EC1"
"G36","EC34"
"G36","EC20"
"G36","EC13"
"G32","EC5637"
"G32","EC3919"
"G32","EC9701"
"G41","EC8786"
"G41","EC2201"
"G41","EC4787"
"G33","EC7900"
"G33","EC1369"
"G33","EC5748"
"G1","EC441"
"G1","EC3025"
"G1","EC7768"
"G1","EC9376"
"G1","EC2984"
"G1","EC2762"
"G1","EC17"
"G20","EC7612"
"G20","EC9996"
"G20","EC1091"
"G20","EC851"
"G20","EC7447"
"G20","EC1877"
"G38","EC7612"
"G38","EC9996"
"G38","EC1091"
"G38","EC851"
"G38","EC7447"
"G38","EC1877"
"G68","EC7612"
"G68","EC9996"
"G68","EC1091"
"G68","EC851"
"G68","EC7447"
"G68","EC1877"
"G11","EC3907"
"G11","EC5912"
"G11","EC8018"
"G33","EC51"
"G52","EC51"
"G30","EC51"
"G53","EC1975"
"G53","EC3969"
"G53","EC4954"
"G31","EC1975"
"G31","EC3969"
"G31","EC4954"
"G43","EC1975"
"G43","EC3969"
"G43","EC4954"
"G20","EC38"
"G36","EC1694"
"G36","EC9834"
"G36","EC1447"
"G39","EC213"
"G39","EC5310"
"G39","EC6932"
"G39","EC3242"
"G39","EC9265"
"G39","EC6688"
"G16","EC213"
"G16","EC5310"
"G16","EC6932"
"G16","EC3242"
"G16","EC9265"
"G16","EC6688"
"G59","EC213"
"G59","EC5310"
"G59","EC6932"
"G59","EC3242"
"G59","EC9265"
"G59","EC6688"
"G39","EC9312"
"G39","EC7628"
"G39","EC8828"
"G39","EC2275"
"G39","EC3451"
"G39","EC2001"
"G38","EC9312"
"G38","EC7628"
"G38","EC8828"
"G38","EC2275"
"G38","EC3451"
"G38","EC2001"
"G12","EC9312"
"G12","EC7628"
"G12","EC8828"
"G12","EC2275"
"G12","EC3451"
"G12","EC2001"
"G49","EC7"
"G8","EC26"
"G12","EC26"
"G30","EC26"
"G22","EC6827"
"G22","EC4455"
"G22","EC1369"
"G67","EC6827"
"G67","EC4455"
"G67","EC1369"
"G63","EC6827"
"G63","EC4455"
"G63","EC1369"
"G2","EC13"
"G2","EC22"
"G67","EC13"
"G67","EC22"
"G68","EC13"
"G68","EC22"
"G43","EC3669"
"G43","EC9866"
"G43","EC4915"
"G4","EC3669"
"G4","EC9866"
"G4","EC4915"
"G30","EC3669"
"G30","EC9866"
"G30","EC4915"
"G64","EC46"
"G37","EC9963"
"G37","EC1218"
"G37","EC1519"
"G62","EC9963"
"G62","EC1218"
"G62","EC1519"
"G20","EC9963"
"G20","EC1218"
"G20","EC1519"
"G37","EC33"
"G37","EC2480"
"G37","EC5685"
"G37","EC8630"
"G37","EC2739"
"G37","EC6337"
"G37","EC9536"
"G34","EC2056"
"G34","EC7192"
"G34","EC8941"
"G30","EC7612"
"G30","EC9996"
"G30","EC1091"
"G64","EC28"
"G50","EC28"
"G5","EC28"
"G27","EC7319"
"G27","EC5259"
"G27","EC7900"
"G37","EC7319"
"G37","EC5259"
"G37","EC7900"
"G18","EC7319"
"G18","EC5259"
"G18","EC7900"
"G30","EC3"
"G30","EC48"
"G33","EC57"
"G33","EC34"
"G2","EC16"
"G17","EC16"
"G1","EC16"
"G12","EC864"
"G12","EC3322"
"G12","EC2174"
"G62","EC864"
"G62","EC3322"
"G62","EC2174"
"G18","EC864"
"G18","EC3322"
"G18","EC2174"
"G69","EC400"
"G69","EC7945"
"G69","EC1440"
"G69","EC36"
"G42","EC7568"
"G42","EC1826"
"G42","EC1304"
"G64","EC7568"
"G64","EC1826"
"G64","EC1304"
"G47","EC7568"
"G47","EC1826"
"G47","EC1304"
"G55","EC19"
"G36","EC6612"
"G36","EC2968"
"G36","EC658"
"G36","EC9498"
"G36","EC9575"
"G36","EC9331"
"G7","EC385"
"G7","EC4686"
"G7","EC7900"
"G22","EC385"
"G22","EC4686"
"G22","EC7900"
"G64","EC385"
"G64","EC4686"
"G64","EC7900"
"G49","EC62"
"G46","EC6681"
"G46","EC8294"
"G46","EC6047"
"G46","EC5389"
"G46","EC8775"
"G46","EC8426"
"G5","EC20"
"G60","EC20"
"G32","EC20"
"G4","EC5"
"G33","EC22"
"G33","EC26"
"G34","EC22"
"G34","EC26"
"G31","EC22"
"G31","EC26"
"G15","EC5173"
"G15","EC7023"
"G15","EC4563"
"G61","EC69"
"G13","EC64"
"G63","EC64"
"G3","EC64"
"G68","EC5988"
"G68","EC3030"
"G68","EC5386"
"G68","EC6256"
"G68","EC8463"
"G68","EC6346"
"G44","EC5988"
"G44","EC3030"
"G44","EC5386"
"G44","EC6256"
"G44","EC8463"
"G44","EC6346"
"G19","EC5988"
"G19","EC3030"
"G19","EC5386"
"G19","EC6256"
"G19","EC8463"
"G19","EC6346"
"G66","EC8891"
"G66","EC7509"
"G66","EC6244"
"G66","EC1600"
"G66","EC7497"
"G66","EC9897"
"G53","EC8891"
"G53","EC7509"
"G53","EC6244"
"G53","EC1600"
"G53","EC7497"
"G53","EC9897"
"G65","EC8891"
"G65","EC7509"
"G65","EC6244"
"G65","EC1600"
"G65","EC7497"
"G65","EC9897"
"G33","EC1808"
"G33","EC3571"
"G33","EC9495"
"G69","EC6718"
"G69","EC305"
"G69","EC9839"
"G43","EC6718"
"G43","EC305"
"G43","EC9839"
"G37","EC6718"
"G37","EC305"
"G37","EC9839"
"G43","EC1293"
"G43","EC6741"
"G43","EC4032"
"G70","EC50"
"G43","EC50"
"G47","EC50"
"G21","EC6265"
"G21","EC1589"
"G21","EC5472"
"G21","EC9391"
"G21","EC9608"
"G21","EC6125"
"G7","EC12"
"G7","EC9380"
"G7","EC1021"
"G7","EC2392"
"G24","EC31"
"G23","EC69"
"G57","EC69"
"G55","EC69"
"G16","EC4298"
"G16","EC1190"
"G16","EC4772"
"G16","EC1474"
"G16","EC6297"
"G16","EC1997"
"G21","EC4298"
"G21","EC1190"
"G21","EC4772"
"G21","EC1474"
"G21","EC6297"
"G21","EC1997"
"G12","EC4298"
"G12","EC1190"
"G12","EC4772"
"G12","EC1474"
"G12","EC6297"
"G12","EC1997"
"G69","EC57"
"G69","EC40"
"G22","EC2"
"G22","EC4"
"G64","EC2"
"G64","EC4"
"G2","EC2"
"G2","EC4"
"G52","EC2073"
"G52","EC4401"
"G52","EC6523"
"G17","EC2073"
"G17","EC4401"
"G17","EC6523"
"G62","EC2073"
"G62","EC4401"
"G62","EC6523"
"G50","EC3749"
"G50","EC3256"
"G50","EC7455"
"G50","EC1758"
"G50","EC5114"
"G50","EC8820"
"G50","EC65"
"G4","EC58"
"G68","EC58"
"G15","EC58"
"G3","EC3003"
"G3","EC448"
"G3","EC4933"
"G50","EC59"
"G26","EC59"
"G14","EC59"
"G17","EC6809"
"G17","EC2132"
"G17","EC7788"
"G17","EC122"
"G17","EC3250"
"G17","EC8081"
"G25","EC6809"
"G25","EC2132"
"G25","EC7788"
"G25","EC122"
"G25","EC3250"
"G25","EC8081"
"G41","EC6809"
"G41","EC2132"
"G41","EC7788"
"G41","EC122"
"G41","EC3250"
"G41","EC8081"
"G31","EC15"
"G31","EC6285"
"G31","EC627"
"G31","EC3244"
"G31","EC24"
"G4","EC2"
"G55","EC7340"
"G55","EC854"
"G55","EC795"
"G55","EC5788"
"G55","EC9616"
"G55","EC8888"
"G66","EC9472"
"G66","EC5186"
"G66","EC7842"
"G50","EC10"
"G46","EC10"
"G54","EC10"
"G70","EC259"
"G70","EC6495"
"G70","EC1820"
"G45","EC65"
"G67","EC19"
"G67","EC32"
"G61","EC19"
"G61","EC32"
"G33","EC19"
"G33","EC32"
"G39","EC6795"
"G39","EC4095"
"G39","EC1976"
"G39","EC10"
"G39","EC55"
"G9","EC6795"
"G9","EC4095"
"G9","EC1976"
"G9","EC10"
"G9","EC55"
"G53","EC6795"
"G53","EC4095"
"G53","EC1976"
"G53","EC10"
"G53","EC55"
"G70","EC2729"
"G70","EC5137"
"G70","EC5746"
"G62","EC6126"
"G62","EC6895"
"G62","EC7203"
"G70","EC66"
"G60","EC9289"
"G60","EC9888"
"G60","EC8748"
"G10","EC10"
"G56","EC10"
"G14","EC10"
"G9","EC49"
"G9","EC14"
"G9","EC66"
"G27","EC63"
"G27","EC6"
"G27","EC29"
"G48","EC63"
"G48","EC6"
"G48","EC29"
"G65","EC63"
"G65","EC6"
"G65","EC29"
"G20","EC70"
"G31","EC50"
"G53","EC7157"
"G53","EC1227"
"G53","EC5492"
"G12","EC7157"
"G12","EC1227"
"G12","EC5492"
"G18","EC7157"
"G18","EC1227"
"G18","EC5492"
"G5","EC10"
"G23","EC69"
"G14","EC69"
"G7","EC69"
"G6","EC6381"
"G6","EC1021"
"G6","EC8955"
"G24","EC6381"
"G24","EC1021"
"G24","EC8955"
"G3","EC6381"
"G3","EC1021"
"G3","EC8955"
"G28","EC9955"
"G28","EC7192"
"G28","EC1694"
"G28","EC4393"
"G28","EC8258"
"G28","EC7682"
"G28","EC6285"
"G28","EC627"
"G28","EC3244"
"G28","EC27"
"G49","EC9955"
"G49","EC7192"
"G49","EC1694"
"G49","EC4393"
"G49","EC8258"
"G49","EC7682"
"G49","EC6285"
"G49","EC627"
"G49","EC3244"
"G49","EC27"
"G40","EC9955"
"G40","EC7192"
"G40","EC1694"
"G40","EC4393"
"G40","EC8258"
"G40","EC7682"
"G40","EC6285"
"G40","EC627"
"G40","EC3244"
"G40","EC27"
"G40","EC9969"
"G40","EC3795"
"G40","EC7086"
"G17","EC9969"
"G17","EC3795"
"G17","EC7086"
"G67","EC9969"
"G67","EC3795"
"G67","EC7086"
"G10","EC54"
"G3","EC42"
"G3","EC2025"
"G3","EC2643"
"G3","EC7922"
"G64","EC6"
"G42","EC20"
"G42","EC3610"
"G42","EC4697"
"G42","EC656"
"G67","EC2"
"G67","EC4680"
"G67","EC4639"
"G67","EC9044"
"G37","EC7777"
"G37","EC3988"
"G37","EC3337"
"G66","EC7777"
"G66","EC3988"
"G66","EC3337"
"G32","EC7777"
"G32","EC3988"
"G32","EC3337"
"G21","EC5617"
"G21","EC7358"
"G21","EC2718"
"G60","EC6"
"G34","EC8662"
"G34","EC3024"
"G34","EC9732"
"G57","EC8662"
"G57","EC3024"
"G57","EC9732"
"G59","EC8662"
"G59","EC3024"
"G59","EC9732"
"G52","EC58"
"G52","EC30"
"G28","EC52"
"G28","EC21"
"G58","EC52"
"G58","EC21"
"G10","EC52"
"G10","EC21"
"G46","EC8517"
"G46","EC2029"
"G46","EC9291"
"G17","EC8517"
"G17","EC2029"
"G17","EC9291"
"G28","EC8517"
"G28","EC2029"
"G28","EC9291"
"G70","EC14"
"G55","EC5305"
"G55","EC9876"
"G55","EC4118"
"G55","EC3249"
"G55","EC7335"
"G55","EC9347"
"G53","EC5305"
"G53","EC9876"
"G53","EC4118"
"G53","EC3249"
"G53","EC7335"
"G53","EC9347"
"G20","EC5305"
"G20","EC9876"
"G20","EC4118"
"G20","EC3249"
"G20","EC7335"
"G20","EC9347"
"G31","EC812"
"G31","EC4436"
"G31","EC2698"
"G31","EC52"
"G59","EC812"
"G59","EC4436"
"G59","EC2698"
"G59","EC52"
"G3","EC812"
"G3","EC4436"
"G3","EC2698"
"G3","EC52"
"G4","EC59"
"G54","EC59"
"G35","EC59"
"G60","EC25"
"G44","EC25"
"G45","EC25"
"G25","EC7729"
"G25","EC3524"
"G25","EC8727"
"G25","EC15"
"G36","EC7729"
"G36","EC3524"
"G36","EC8727"
"G36","EC15"
"G59","EC7729"
"G59","EC3524"
"G59","EC8727"
"G59","EC15"
"G30","EC4876"
"G30","EC7497"
"G30","EC2200"
"G30","EC56"
"G13","EC2819"
"G13","EC1479"
"G13","EC5185"
"G19","EC2819"
"G19","EC1479"
"G19","EC5185"
"G26","EC2819"
"G26","EC1479"
"G26","EC5185"
"G68","EC3850"
"G68","EC3571"
"G68","EC1417"
"G45","EC5441"
"G45","EC6014"
"G45","EC8304"
"G41","EC5441"
"G41","EC6014"
"G41","EC8304"
"G49","EC5441"
"G49","EC6014"
"G49","EC8304"
"G42","EC44"
"G47","EC53"
"G47","EC3929"
"G47","EC5993"
"G47","EC2730"
"G39","EC1"
"G31","EC1"
"G46","EC1"
"G24","EC5077"
"G24","EC3877"
"G24","EC1655"
"G16","EC5077"
"G16","EC3877"
"G16","EC1655"
"G51","EC5077"
"G51","EC3877"
"G51","EC1655"
"G6","EC9320"
"G6","EC6342"
"G6","EC1337"
"G6","EC44"
"G13","EC4158"
"G13","EC1016"
"G13","EC3120"
"G13","EC9419"
"G13","EC3742"
"G13","EC2116"
"G13","EC51"
"G13","EC4368"
"G13","EC9930"
"G13","EC2795"
"G50","EC4158"
"G50","EC1016"
"G50","EC3120"
"G50","EC9419"
"G50","EC3742"
"G50","EC2116"
"G50","EC51"
"G50","EC4368"
"G50","EC9930"
"G50","EC2795"
"G68","EC4158"
"G68","EC1016"
"G68","EC3120"
"G68","EC9419"
"G68","EC3742"
"G68","EC2116"
"G68","EC51"
"G68","EC4368"
"G68","EC9930"
"G68","EC2795"
"G5","EC3673"
"G5","EC6497"
"G5","EC3031"
"G59","EC6043"
"G59","EC3015"
"G59","EC6850"
"G59","EC62"
"G62","EC6043"
"G62","EC3015"
"G62","EC6850"
"G62","EC62"
"G30","EC6043"
"G30","EC3015"
"G30","EC6850"
"G30","EC62"
"G37","EC2895"
"G37","EC3088"
"G37","EC9899"
"G49","EC2895"
"G49","EC3088"
"G49","EC9899"
"G11","EC2895"
"G11","EC3088"
"G11","EC9899"
"G55","EC54"
"G55","EC2523"
"G55","EC6407"
"G55","EC279"
"G15","EC16"
"G54","EC6520"
"G54","EC6655"
"G54","EC8481"
"G68","EC45"
"G6","EC45"
"G1","EC45"
"G4","EC50"
"G69","EC8875"
"G69","EC4855"
"G69","EC5364"
"G20","EC752"
"G20","EC9583"
"G20","EC1339"
"G20","EC9632"
"G20","EC6093"
"G20","EC3450"
"G13","EC35"
"G23","EC33"
"G23","EC16"
"G8","EC33"
"G8","EC16"
"G32","EC33"
"G32","EC16"
"G25","EC40"
"G28","EC40"
"G35","EC40"
"G15","EC43"
"G15","EC54"
"G41","EC52"
"G41","EC5"
"G65","EC52"
"G65","EC5"
"G38","EC52"
"G38","EC5"
"G4","EC2645"
"G4","EC5244"
"G4","EC2607"
"G29","EC20"
"G5","EC4917"
"G5","EC7766"
"G5","EC1826"
"G5","EC52"
"G57","EC4917"
"G57","EC7766"
"G57","EC1826"
"G57","EC52"
"G61","EC4917"
"G61","EC7766"
"G61","EC1826"
"G61","EC52"
"G58","EC64"
"G35","EC64"
"G48","EC64"
"G10","EC8662"
"G10","EC3024"
"G10","EC9732"
"G54","EC5856"
"G54","EC5408"
"G54","EC5289"
"G39","EC27"
"G39","EC55"
"G38","EC1724"
"G38","EC8399"
"G38","EC5753"
"G21","EC1724"
"G21","EC8399"
"G21","EC5753"
"G46","EC1724"
"G46","EC8399"
"G46","EC5753"
"G43","EC17"
"G43","EC4007"
"G43","EC7894"
"G43","EC1945"
"G33","EC17"
"G33","EC4007"
"G33","EC7894"
"G33","EC1945"
"G44","EC17"
"G44","EC4007"
"G44","EC7894"
"G44","EC1945"
"G42","EC38"
"G45","EC38"
"G11","EC38"
"G51","EC66"
"G34","EC57"
"G41","EC57"
"G64","EC57"
"G43","EC5078"
"G43","EC7910"
"G43","EC7698"
"G63","EC7432"
"G63","EC5600"
"G63","EC9647"
"G46","EC7432"
"G46","EC5600"
"G46","EC9647"
"G49","EC7432"
"G49","EC5600"
"G49","EC9647"
"G22","EC3965"
"G22","EC8610"
"G22","EC5390"
"G22","EC58"
"G60","EC2261"
"G60","EC5637"
"G60","EC5356"
"G60","EC2"
"G5","EC2261"
"G5","EC5637"
"G5","EC5356"
"G5","EC2"
"G7","EC2261"
"G7","EC5637"
"G7","EC5356"
"G7","EC2"
"G35","EC6032"
"G35","EC8970"
"G35","EC1777"
"G35","EC6126"
"G35","EC6895"
"G35","EC7203"
"G8","EC6032"
"G8","EC8970"
"G8","EC1777"
"G8","EC6126"
"G8","EC6895"
"G8","EC7203"
"G55","EC6032"
"G55","EC8970"
"G55","EC1777"
"G55","EC6126"
"G55","EC6895"
"G55","EC7203"
"G18","EC49"
"G1","EC49"
"G60","EC49"
"G13","EC35"
"G55","EC6609"
"G55","EC6321"
"G55","EC3057"
"G11","EC9441"
"G11","EC7370"
"G11","EC9060"
"G15","EC9441"
"G15","EC7370"
"G15","EC9060"
"G4","EC9441"
"G4","EC7370"
"G4","EC9060"
"G51","EC8"
"G63","EC65"
"G46","EC54"
"G46","EC3061"
"G46","EC7213"
"G46","EC8289"
"G20","EC910"
"G20","EC1015"
"G20","EC5579"
"G11","EC910"
"G11","EC1015"
"G11","EC5579"
"G33","EC910"
"G33","EC1015"
"G33","EC5579"
"G4","EC22"
"G4","EC5"
"G4","EC24"
"G40","EC4701"
"G40","EC1055"
